date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-08-25,SKU0057,217,0.0,21,690
2025-09-01,SKU0057,35,0.0,21,690
2025-09-08,SKU0057,158,800.0,21,690
2025-09-15,SKU0057,225,765.0,21,690
2025-09-22,SKU0057,362,673.0,21,690
2025-09-29,SKU0057,336,967.0,21,690
2025-10-06,SKU0057,426,991.0,21,690
2025-10-13,SKU0057,524,977.0,21,690
2025-10-20,SKU0057,343,,21,690
2025-10-27,SKU0057,307,804.0,21,690
2025-11-03,SKU0057,433,1025.0,21,690
2025-11-10,SKU0057,257,0.0,21,690
2025-11-17,SKU0057,74,0.0,21,690
2025-11-24,SKU0057,272,697.0,21,690
2025-12-01,SKU0057,104,0.0,21,690
2025-12-08,SKU0057,0,0.0,21,690
2025-12-15,SKU0057,336,802.0,21,690
2025-12-22,SKU0057,447,742.0,21,690
2025-12-29,SKU0057,530,637.0,21,690
2024-01-01,SKU0058,38,0.0,14,129
2024-01-08,SKU0058,92,191.0,14,129
2024-01-15,SKU0058,124,202.0,14,129
2024-01-22,SKU0058,154,156.0,14,129
2024-01-29,SKU0058,178,204.0,14,129
2024-02-05,SKU0058,123,0.0,14,129
2024-02-12,SKU0058,115,176.0,14,129
2024-02-19,SKU0058,104,195.0,14,129
2024-02-26,SKU0058,144,209.0,14,129
2024-03-04,SKU0058,164,157.0,14,129
2024-03-11,SKU0058,111,0.0,14,129
2024-03-18,SKU0058,112,196.0,14,129
2024-03-25,SKU0058,75,0.0,14,129
2024-04-01,SKU0058,124,208.0,14,129
2024-04-08,SKU0058,150,162.0,14,129
2024-04-15,SKU0058,85,0.0,14,129
2024-04-22,SKU0058,30,0.0,14,129
2024-04-29,SKU0058,0,0.0,14,129
2024-05-06,SKU0058,45,153.0,14,129
2024-05-13,SKU0058,104,136.0,14,129
2024-05-20,SKU0058,102,188.0,14,129
2024-05-27,SKU0058,153,143.0,14,129
2024-06-03,SKU0058,149,151.0,14,129
2024-06-10,SKU0058,157,144.0,14,129
2024-06-17,SKU0058,168,177.0,14,129
2024-06-24,SKU0058,118,,14,129
2024-07-01,SKU0058,178,137.0,14,129
2024-07-08,SKU0058,133,0.0,14,129
2024-07-15,SKU0058,76,0.0,14,129
2024-07-22,SKU0058,118,203.0,14,129
2024-07-29,SKU0058,59,0.0,14,129
2024-08-05,SKU0058,7,0.0,14,129
2024-08-12,SKU0058,44,145.0,14,129
2024-08-19,SKU0058,116,198.0,14,129
2024-08-26,SKU0058,104,175.0,14,129
2024-09-02,SKU0058,100,170.0,14,129
2024-09-09,SKU0058,57,0.0,14,129
2024-09-16,SKU0058,96,182.0,14,129
2024-09-23,SKU0058,144,147.0,14,129
2024-09-30,SKU0058,169,136.0,14,129
2024-10-07,SKU0058,193,146.0,14,129
2024-10-14,SKU0058,146,0.0,14,129
2024-10-21,SKU0058,151,213.0,14,129
2024-10-28,SKU0058,89,0.0,14,129
2024-11-04,SKU0058,148,196.0,14,129
2024-11-11,SKU0058,144,134.0,14,129
2024-11-18,SKU0058,90,0.0,14,129
2024-11-25,SKU0058,104,157.0,14,129
2024-12-02,SKU0058,32,0.0,14,129
2024-12-09,SKU0058,82,171.0,14,129
2024-12-16,SKU0058,29,0.0,14,129
2024-12-23,SKU0058,0,0.0,14,129
2024-12-30,SKU0058,0,0.0,14,129
2025-01-06,SKU0058,104,180.0,14,129
2025-01-13,SKU0058,58,0.0,14,129
2025-01-20,SKU0058,0,0.0,14,129
2025-01-27,SKU0058,0,0.0,14,129
2025-02-03,SKU0058,109,203.0,14,129
2025-02-10,SKU0058,138,130.0,14,129
2025-02-17,SKU0058,94,0.0,14,129
2025-02-24,SKU0058,149,183.0,14,129
2025-03-03,SKU0058,136,151.0,14,129
2025-03-10,SKU0058,87,0.0,14,129
2025-03-17,SKU0058,34,0.0,14,129
2025-03-24,SKU0058,78,176.0,14,129
2025-03-31,SKU0058,99,158.0,14,129
2025-04-07,SKU0058,157,171.0,14,129
2025-04-14,SKU0058,109,0.0,14,129
2025-04-21,SKU0058,174,168.0,14,129
2025-04-28,SKU0058,169,,14,129
2025-05-05,SKU0058,112,0.0,14,129
2025-05-12,SKU0058,153,163.0,14,129
2025-05-19,SKU0058,199,196.0,14,129
2025-05-26,SKU0058,141,0.0,14,129
2025-06-02,SKU0058,135,203.0,14,129
2025-06-09,SKU0058,81,0.0,14,129
2025-06-16,SKU0058,26,0.0,14,129
2025-06-23,SKU0058,58,197.0,14,129
2025-06-30,SKU0058,0,0.0,14,129
2025-07-07,SKU0058,0,0.0,14,129
2025-07-14,SKU0058,112,173.0,14,129
2025-07-21,SKU0058,62,0.0,14,129
2025-07-28,SKU0058,43,205.0,14,129
2025-08-04,SKU0058,48,146.0,14,129
2025-08-11,SKU0058,75,152.0,14,129
2025-08-18,SKU0058,137,134.0,14,129
2025-08-25,SKU0058,80,0.0,14,129
2025-09-01,SKU0058,18,0.0,14,129
2025-09-08,SKU0058,111,133.0,14,129
2025-09-15,SKU0058,102,205.0,14,129
2025-09-22,SKU0058,99,184.0,14,129
2025-09-29,SKU0058,32,0.0,14,129
2025-10-06,SKU0058,107,207.0,14,129
2025-10-13,SKU0058,53,0.0,14,129
2025-10-20,SKU0058,0,0.0,14,129
2025-10-27,SKU0058,43,158.0,14,129
2025-11-03,SKU0058,0,0.0,14,129
2025-11-10,SKU0058,0,0.0,14,129
2025-11-17,SKU0058,39,130.0,14,129
2025-11-24,SKU0058,104,173.0,14,129
2025-12-01,SKU0058,151,137.0,14,129
2025-12-08,SKU0058,90,,14,129
2025-12-15,SKU0058,140,188.0,14,129
2025-12-22,SKU0058,134,209.0,14,129
2025-12-29,SKU0058,80,0.0,14,129
2024-01-01,SKU0059,340,0.0,21,303
2024-01-08,SKU0059,360,556.0,21,303
2024-01-15,SKU0059,378,402.0,21,303
2024-01-22,SKU0059,293,0.0,21,303
2024-01-29,SKU0059,197,0.0,21,303
2024-02-05,SKU0059,239,382.0,21,303
2024-02-12,SKU0059,295,571.0,21,303
2024-02-19,SKU0059,279,436.0,21,303
2024-02-26,SKU0059,357,396.0,21,303
2024-03-04,SKU0059,244,0.0,21,303
2024-03-11,SKU0059,146,0.0,21,303
2024-03-18,SKU0059,217,467.0,21,303
2024-03-25,SKU0059,298,419.0,21,303
2024-04-01,SKU0059,280,411.0,21,303
2024-04-08,SKU0059,319,452.0,21,303
2024-04-15,SKU0059,340,376.0,21,303
2024-04-22,SKU0059,237,0.0,21,303
2024-04-29,SKU0059,322,524.0,21,303
2024-05-06,SKU0059,325,433.0,21,303
2024-05-13,SKU0059,435,434.0,21,303
2024-05-20,SKU0059,328,0.0,21,303
2024-05-27,SKU0059,214,0.0,21,303
2024-06-03,SKU0059,129,0.0,21,303
2024-06-10,SKU0059,177,380.0,21,303
2024-06-17,SKU0059,229,559.0,21,303
2024-06-24,SKU0059,285,441.0,21,303
2024-07-01,SKU0059,356,472.0,21,303
2024-07-08,SKU0059,258,0.0,21,303
2024-07-15,SKU0059,231,580.0,21,303
2024-07-22,SKU0059,336,500.0,21,303
2024-07-29,SKU0059,242,0.0,21,303
2024-08-05,SKU0059,235,535.0,21,303
2024-08-12,SKU0059,266,529.0,21,303
2024-08-19,SKU0059,179,0.0,21,303
2024-08-26,SKU0059,277,566.0,21,303
2024-09-02,SKU0059,163,0.0,21,303
2024-09-09,SKU0059,142,531.0,21,303
2024-09-16,SKU0059,40,0.0,21,303
2024-09-23,SKU0059,0,0.0,21,303
2024-09-30,SKU0059,157,495.0,21,303
2024-10-07,SKU0059,157,471.0,21,303
2024-10-14,SKU0059,141,498.0,21,303
2024-10-21,SKU0059,32,0.0,21,303
2024-10-28,SKU0059,146,359.0,21,303
2024-11-04,SKU0059,131,511.0,21,303
2024-11-11,SKU0059,27,0.0,21,303
2024-11-18,SKU0059,81,384.0,21,303
2024-11-25,SKU0059,121,566.0,21,303
2024-12-02,SKU0059,114,423.0,21,303
2024-12-09,SKU0059,17,0.0,21,303
2024-12-16,SKU0059,91,502.0,21,303
2024-12-23,SKU0059,0,0.0,21,303
2024-12-30,SKU0059,0,0.0,21,303
2025-01-06,SKU0059,180,400.0,21,303
2025-01-13,SKU0059,160,538.0,21,303
2025-01-20,SKU0059,201,450.0,21,303
2025-01-27,SKU0059,83,0.0,21,303
2025-02-03,SKU0059,0,0.0,21,303
2025-02-10,SKU0059,99,476.0,21,303
2025-02-17,SKU0059,13,0.0,21,303
2025-02-24,SKU0059,0,0.0,21,303
2025-03-03,SKU0059,201,373.0,21,303
2025-03-10,SKU0059,123,0.0,21,303
2025-03-17,SKU0059,154,364.0,21,303
2025-03-24,SKU0059,240,368.0,21,303
2025-03-31,SKU0059,346,533.0,21,303
2025-04-07,SKU0059,232,0.0,21,303
2025-04-14,SKU0059,288,527.0,21,303
2025-04-21,SKU0059,288,436.0,21,303
2025-04-28,SKU0059,191,0.0,21,303
2025-05-05,SKU0059,102,0.0,21,303
2025-05-12,SKU0059,180,389.0,21,303
2025-05-19,SKU0059,79,0.0,21,303
2025-05-26,SKU0059,0,0.0,21,303
2025-06-02,SKU0059,0,0.0,21,303
2025-06-09,SKU0059,122,572.0,21,303
2025-06-16,SKU0059,205,430.0,21,303
2025-06-23,SKU0059,264,,21,303
2025-06-30,SKU0059,156,,21,303
2025-07-07,SKU0059,224,506.0,21,303
2025-07-14,SKU0059,255,381.0,21,303
2025-07-21,SKU0059,248,586.0,21,303
2025-07-28,SKU0059,149,0.0,21,303
2025-08-04,SKU0059,179,547.0,21,303
2025-08-11,SKU0059,288,471.0,21,303
2025-08-18,SKU0059,192,0.0,21,303
2025-08-25,SKU0059,320,543.0,21,303
2025-09-01,SKU0059,216,0.0,21,303
2025-09-08,SKU0059,247,540.0,21,303
2025-09-15,SKU0059,142,0.0,21,303
2025-09-22,SKU0059,132,442.0,21,303
2025-09-29,SKU0059,237,437.0,21,303
2025-10-06,SKU0059,141,0.0,21,303
2025-10-13,SKU0059,41,0.0,21,303
2025-10-20,SKU0059,0,0.0,21,303
2025-10-27,SKU0059,198,474.0,21,303
2025-11-03,SKU0059,110,0.0,21,303
2025-11-10,SKU0059,28,0.0,21,303
2025-11-17,SKU0059,78,439.0,21,303
2025-11-24,SKU0059,75,443.0,21,303
2025-12-01,SKU0059,163,374.0,21,303
2025-12-08,SKU0059,150,586.0,21,303
2025-12-15,SKU0059,229,421.0,21,303
2025-12-22,SKU0059,195,,21,303
2025-12-29,SKU0059,269,529.0,21,303
2024-01-01,SKU0060,512,0.0,7,223
2024-01-08,SKU0060,365,0.0,7,223
2024-01-15,SKU0060,507,212.0,7,223
2024-01-22,SKU0060,376,0.0,7,223
2024-01-29,SKU0060,231,0.0,7,223
2024-02-05,SKU0060,96,0.0,7,223
2024-02-12,SKU0060,230,196.0,7,223
2024-02-19,SKU0060,77,0.0,7,223
2024-02-26,SKU0060,229,258.0,7,223
2024-03-04,SKU0060,66,0.0,7,223
2024-03-11,SKU0060,269,209.0,7,223
2024-03-18,SKU0060,288,191.0,7,223
2024-03-25,SKU0060,146,0.0,7,223
2024-04-01,SKU0060,231,200.0,7,223
2024-04-08,SKU0060,344,270.0,7,223
2024-04-15,SKU0060,502,218.0,7,223
2024-04-22,SKU0060,362,0.0,7,223
2024-04-29,SKU0060,459,240.0,7,223
2024-05-06,SKU0060,317,0.0,7,223
2024-05-13,SKU0060,366,246.0,7,223
2024-05-20,SKU0060,422,194.0,7,223
2024-05-27,SKU0060,267,0.0,7,223
2024-06-03,SKU0060,122,0.0,7,223
2024-06-10,SKU0060,279,222.0,7,223
2024-06-17,SKU0060,300,188.0,7,223
2024-06-24,SKU0060,333,255.0,7,223
2024-07-01,SKU0060,175,0.0,7,223
2024-07-08,SKU0060,28,0.0,7,223
2024-07-15,SKU0060,0,0.0,7,223
2024-07-22,SKU0060,0,0.0,7,223
2024-07-29,SKU0060,0,0.0,7,223
2024-08-05,SKU0060,240,215.0,7,223
2024-08-12,SKU0060,382,272.0,7,223
2024-08-19,SKU0060,399,297.0,7,223
2024-08-26,SKU0060,227,0.0,7,223
2024-09-02,SKU0060,262,256.0,7,223
2024-09-09,SKU0060,94,0.0,7,223
2024-09-16,SKU0060,158,247.0,7,223
2024-09-23,SKU0060,6,0.0,7,223
2024-09-30,SKU0060,0,0.0,7,223
2024-10-07,SKU0060,0,0.0,7,223
2024-10-14,SKU0060,294,188.0,7,223
2024-10-21,SKU0060,363,280.0,7,223
2024-10-28,SKU0060,475,251.0,7,223
2024-11-04,SKU0060,343,,7,223
2024-11-11,SKU0060,488,273.0,7,223
2024-11-18,SKU0060,345,0.0,7,223
2024-11-25,SKU0060,428,215.0,7,223
2024-12-02,SKU0060,271,0.0,7,223
2024-12-09,SKU0060,327,242.0,7,223
2024-12-16,SKU0060,266,277.0,7,223
2024-12-23,SKU0060,119,0.0,7,223
2024-12-30,SKU0060,295,276.0,7,223
2025-01-06,SKU0060,146,0.0,7,223
2025-01-13,SKU0060,159,273.0,7,223
2025-01-20,SKU0060,0,0.0,7,223
2025-01-27,SKU0060,0,0.0,7,223
2025-02-03,SKU0060,168,252.0,7,223
2025-02-10,SKU0060,198,272.0,7,223
2025-02-17,SKU0060,178,190.0,7,223
2025-02-24,SKU0060,196,232.0,7,223
2025-03-03,SKU0060,181,265.0,7,223
2025-03-10,SKU0060,332,191.0,7,223
2025-03-17,SKU0060,380,292.0,7,223
2025-03-24,SKU0060,236,0.0,7,223
2025-03-31,SKU0060,397,,7,223
2025-04-07,SKU0060,236,0.0,7,223
2025-04-14,SKU0060,331,223.0,7,223
2025-04-21,SKU0060,184,0.0,7,223
2025-04-28,SKU0060,30,0.0,7,223
2025-05-05,SKU0060,146,269.0,7,223
2025-05-12,SKU0060,198,281.0,7,223
2025-05-19,SKU0060,192,201.0,7,223
2025-05-26,SKU0060,52,0.0,7,223
2025-06-02,SKU0060,204,202.0,7,223
2025-06-09,SKU0060,270,250.0,7,223
2025-06-16,SKU0060,104,0.0,7,223
2025-06-23,SKU0060,0,0.0,7,223
2025-06-30,SKU0060,0,0.0,7,223
2025-07-07,SKU0060,205,288.0,7,223
2025-07-14,SKU0060,59,0.0,7,223
2025-07-21,SKU0060,0,0.0,7,223
2025-07-28,SKU0060,121,230.0,7,223
2025-08-04,SKU0060,224,289.0,7,223
2025-08-11,SKU0060,258,267.0,7,223
2025-08-18,SKU0060,122,0.0,7,223
2025-08-25,SKU0060,0,0.0,7,223
2025-09-01,SKU0060,0,0.0,7,223
2025-09-08,SKU0060,0,0.0,7,223
2025-09-15,SKU0060,0,0.0,7,223
2025-09-22,SKU0060,0,0.0,7,223
2025-09-29,SKU0060,319,203.0,7,223
2025-10-06,SKU0060,167,0.0,7,223
2025-10-13,SKU0060,159,204.0,7,223
2025-10-20,SKU0060,285,215.0,7,223
2025-10-27,SKU0060,268,222.0,7,223
2025-11-03,SKU0060,386,200.0,7,223
2025-11-10,SKU0060,363,277.0,7,223
2025-11-17,SKU0060,208,0.0,7,223
2025-11-24,SKU0060,43,0.0,7,223
2025-12-01,SKU0060,0,0.0,7,223
2025-12-08,SKU0060,268,194.0,7,223
2025-12-15,SKU0060,117,0.0,7,223
2025-12-22,SKU0060,313,208.0,7,223
2025-12-29,SKU0060,360,281.0,7,223
2024-01-01,SKU0061,388,271.0,14,218
2024-01-08,SKU0061,305,0.0,14,218
2024-01-15,SKU0061,212,0.0,14,218
2024-01-22,SKU0061,268,317.0,14,218
2024-01-29,SKU0061,179,0.0,14,218
2024-02-05,SKU0061,86,0.0,14,218
2024-02-12,SKU0061,108,227.0,14,218
2024-02-19,SKU0061,83,221.0,14,218
2024-02-26,SKU0061,135,271.0,14,218
2024-03-04,SKU0061,64,0.0,14,218
2024-03-11,SKU0061,0,0.0,14,218
2024-03-18,SKU0061,148,301.0,14,218
2024-03-25,SKU0061,171,229.0,14,218
2024-04-01,SKU0061,232,364.0,14,218
2024-04-08,SKU0061,244,283.0,14,218
2024-04-15,SKU0061,341,278.0,14,218
2024-04-22,SKU0061,249,0.0,14,218
2024-04-29,SKU0061,153,0.0,14,218
2024-05-06,SKU0061,59,0.0,14,218
2024-05-13,SKU0061,107,274.0,14,218
2024-05-20,SKU0061,189,296.0,14,218
2024-05-27,SKU0061,249,322.0,14,218
2024-06-03,SKU0061,268,296.0,14,218
2024-06-10,SKU0061,184,0.0,14,218
2024-06-17,SKU0061,153,333.0,14,218
2024-06-24,SKU0061,133,223.0,14,218
2024-07-01,SKU0061,135,309.0,14,218
2024-07-08,SKU0061,43,0.0,14,218
2024-07-15,SKU0061,0,0.0,14,218
2024-07-22,SKU0061,0,0.0,14,218
2024-07-29,SKU0061,0,0.0,14,218
2024-08-05,SKU0061,0,0.0,14,218
2024-08-12,SKU0061,0,0.0,14,218
2024-08-19,SKU0061,154,363.0,14,218
2024-08-26,SKU0061,223,358.0,14,218
2024-09-02,SKU0061,134,0.0,14,218
2024-09-09,SKU0061,203,347.0,14,218
2024-09-16,SKU0061,299,234.0,14,218
2024-09-23,SKU0061,368,322.0,14,218
2024-09-30,SKU0061,295,0.0,14,218
2024-10-07,SKU0061,214,0.0,14,218
2024-10-14,SKU0061,139,0.0,14,218
2024-10-21,SKU0061,44,0.0,14,218
2024-10-28,SKU0061,0,0.0,14,218
2024-11-04,SKU0061,176,246.0,14,218
2024-11-11,SKU0061,173,,14,218
2024-11-18,SKU0061,270,289.0,14,218
2024-11-25,SKU0061,259,355.0,14,218
2024-12-02,SKU0061,161,0.0,14,218
2024-12-09,SKU0061,77,0.0,14,218
2024-12-16,SKU0061,170,328.0,14,218
2024-12-23,SKU0061,66,0.0,14,218
2024-12-30,SKU0061,0,0.0,14,218
2025-01-06,SKU0061,164,232.0,14,218
2025-01-13,SKU0061,66,0.0,14,218
2025-01-20,SKU0061,168,349.0,14,218
2025-01-27,SKU0061,89,0.0,14,218
2025-02-03,SKU0061,124,233.0,14,218
2025-02-10,SKU0061,122,324.0,14,218
2025-02-17,SKU0061,170,313.0,14,218
2025-02-24,SKU0061,215,302.0,14,218
2025-03-03,SKU0061,271,289.0,14,218
2025-03-10,SKU0061,281,330.0,14,218
2025-03-17,SKU0061,196,0.0,14,218
2025-03-24,SKU0061,267,239.0,14,218
2025-03-31,SKU0061,257,248.0,14,218
2025-04-07,SKU0061,159,0.0,14,218
2025-04-14,SKU0061,75,0.0,14,218
2025-04-21,SKU0061,174,362.0,14,218
2025-04-28,SKU0061,81,0.0,14,218
2025-05-05,SKU0061,2,0.0,14,218
2025-05-12,SKU0061,105,324.0,14,218
2025-05-19,SKU0061,14,0.0,14,218
2025-05-26,SKU0061,0,0.0,14,218
2025-06-02,SKU0061,152,229.0,14,218
2025-06-09,SKU0061,67,0.0,14,218
2025-06-16,SKU0061,66,359.0,14,218
2025-06-23,SKU0061,102,236.0,14,218
2025-06-30,SKU0061,201,354.0,14,218
2025-07-07,SKU0061,201,318.0,14,218
2025-07-14,SKU0061,253,308.0,14,218
2025-07-21,SKU0061,157,0.0,14,218
2025-07-28,SKU0061,238,231.0,14,218
2025-08-04,SKU0061,150,0.0,14,218
2025-08-11,SKU0061,186,,14,218
2025-08-18,SKU0061,240,251.0,14,218
2025-08-25,SKU0061,283,255.0,14,218
2025-09-01,SKU0061,323,247.0,14,218
2025-09-08,SKU0061,227,0.0,14,218
2025-09-15,SKU0061,320,294.0,14,218
2025-09-22,SKU0061,228,0.0,14,218
2025-09-29,SKU0061,144,0.0,14,218
2025-10-06,SKU0061,52,0.0,14,218
2025-10-13,SKU0061,0,0.0,14,218
2025-10-20,SKU0061,0,0.0,14,218
2025-10-27,SKU0061,0,0.0,14,218
2025-11-03,SKU0061,106,348.0,14,218
2025-11-10,SKU0061,19,0.0,14,218
2025-11-17,SKU0061,71,286.0,14,218
2025-11-24,SKU0061,0,0.0,14,218
2025-12-01,SKU0061,133,312.0,14,218
2025-12-08,SKU0061,110,259.0,14,218
2025-12-15,SKU0061,173,301.0,14,218
2025-12-22,SKU0061,76,0.0,14,218
2025-12-29,SKU0061,169,270.0,14,218
2024-01-01,SKU0062,279,0.0,30,307
2024-01-08,SKU0062,203,0.0,30,307
2024-01-15,SKU0062,258,487.0,30,307
2024-01-22,SKU0062,309,589.0,30,307
2024-01-29,SKU0062,362,434.0,30,307
2024-02-05,SKU0062,402,496.0,30,307
2024-02-12,SKU0062,318,0.0,30,307
2024-02-19,SKU0062,252,0.0,30,307
2024-02-26,SKU0062,271,395.0,30,307
2024-03-04,SKU0062,298,537.0,30,307
2024-03-11,SKU0062,325,549.0,30,307
2024-03-18,SKU0062,357,579.0,30,307
2024-03-25,SKU0062,302,0.0,30,307
2024-04-01,SKU0062,334,375.0,30,307
2024-04-08,SKU0062,252,0.0,30,307
2024-04-15,SKU0062,182,0.0,30,307
2024-04-22,SKU0062,111,0.0,30,307
2024-04-29,SKU0062,31,0.0,30,307
2024-05-06,SKU0062,0,0.0,30,307
2024-05-13,SKU0062,0,0.0,30,307
2024-05-20,SKU0062,0,0.0,30,307
2024-05-27,SKU0062,105,462.0,30,307
2024-06-03,SKU0062,147,561.0,30,307
2024-06-10,SKU0062,202,563.0,30,307
2024-06-17,SKU0062,135,0.0,30,307
2024-06-24,SKU0062,193,599.0,30,307
2024-07-01,SKU0062,139,0.0,30,307
2024-07-08,SKU0062,135,,30,307
2024-07-15,SKU0062,73,0.0,30,307
2024-07-22,SKU0062,99,467.0,30,307
2024-07-29,SKU0062,69,,30,307
2024-08-05,SKU0062,68,484.0,30,307
2024-08-12,SKU0062,70,431.0,30,307
2024-08-19,SKU0062,127,,30,307
2024-08-26,SKU0062,54,0.0,30,307
2024-09-02,SKU0062,96,443.0,30,307
2024-09-09,SKU0062,74,377.0,30,307
2024-09-16,SKU0062,119,589.0,30,307
2024-09-23,SKU0062,111,534.0,30,307
2024-09-30,SKU0062,47,0.0,30,307
2024-10-07,SKU0062,0,0.0,30,307
2024-10-14,SKU0062,67,,30,307
2024-10-21,SKU0062,3,0.0,30,307
2024-10-28,SKU0062,0,0.0,30,307
2024-11-04,SKU0062,0,0.0,30,307
2024-11-11,SKU0062,82,385.0,30,307
2024-11-18,SKU0062,27,0.0,30,307
2024-11-25,SKU0062,0,0.0,30,307
2024-12-02,SKU0062,53,400.0,30,307
2024-12-09,SKU0062,0,0.0,30,307
2024-12-16,SKU0062,89,551.0,30,307
2024-12-23,SKU0062,81,509.0,30,307
2024-12-30,SKU0062,5,0.0,30,307
2025-01-06,SKU0062,86,440.0,30,307
2025-01-13,SKU0062,158,363.0,30,307
2025-01-20,SKU0062,84,0.0,30,307
2025-01-27,SKU0062,2,0.0,30,307
2025-02-03,SKU0062,132,503.0,30,307
2025-02-10,SKU0062,156,467.0,30,307
2025-02-17,SKU0062,145,403.0,30,307
2025-02-24,SKU0062,62,0.0,30,307
2025-03-03,SKU0062,140,397.0,30,307
2025-03-10,SKU0062,68,0.0,30,307
2025-03-17,SKU0062,9,0.0,30,307
2025-03-24,SKU0062,73,456.0,30,307
2025-03-31,SKU0062,141,588.0,30,307
2025-04-07,SKU0062,70,0.0,30,307
2025-04-14,SKU0062,88,522.0,30,307
2025-04-21,SKU0062,110,597.0,30,307
2025-04-28,SKU0062,156,380.0,30,307
2025-05-05,SKU0062,86,0.0,30,307
2025-05-12,SKU0062,21,0.0,30,307
2025-05-19,SKU0062,0,0.0,30,307
2025-05-26,SKU0062,83,486.0,30,307
2025-06-02,SKU0062,17,0.0,30,307
2025-06-09,SKU0062,81,544.0,30,307
2025-06-16,SKU0062,66,421.0,30,307
2025-06-23,SKU0062,78,414.0,30,307
2025-06-30,SKU0062,150,463.0,30,307
2025-07-07,SKU0062,163,482.0,30,307
2025-07-14,SKU0062,94,0.0,30,307
2025-07-21,SKU0062,30,0.0,30,307
2025-07-28,SKU0062,0,0.0,30,307
2025-08-04,SKU0062,82,479.0,30,307
2025-08-11,SKU0062,91,418.0,30,307
2025-08-18,SKU0062,99,484.0,30,307
2025-08-25,SKU0062,24,0.0,30,307
2025-09-01,SKU0062,0,0.0,30,307
2025-09-08,SKU0062,121,443.0,30,307
2025-09-15,SKU0062,54,0.0,30,307
2025-09-22,SKU0062,0,,30,307
2025-09-29,SKU0062,77,582.0,30,307
2025-10-06,SKU0062,128,,30,307
2025-10-13,SKU0062,63,0.0,30,307
2025-10-20,SKU0062,63,433.0,30,307
2025-10-27,SKU0062,136,416.0,30,307
2025-11-03,SKU0062,196,537.0,30,307
2025-11-10,SKU0062,288,451.0,30,307
2025-11-17,SKU0062,293,573.0,30,307
2025-11-24,SKU0062,207,0.0,30,307
2025-12-01,SKU0062,238,472.0,30,307
2025-12-08,SKU0062,243,435.0,30,307
2025-12-15,SKU0062,240,598.0,30,307
2025-12-22,SKU0062,172,0.0,30,307
2025-12-29,SKU0062,148,559.0,30,307
2024-04-22,SKU0063,366,317.0,14,206
2024-04-29,SKU0063,281,0.0,14,206
2024-05-06,SKU0063,357,287.0,14,206
2024-05-13,SKU0063,274,0.0,14,206
2024-05-20,SKU0063,272,239.0,14,206
2024-05-27,SKU0063,263,310.0,14,206
2024-06-03,SKU0063,303,293.0,14,206
2024-06-10,SKU0063,211,0.0,14,206
2024-06-17,SKU0063,128,0.0,14,206
2024-06-24,SKU0063,113,330.0,14,206
2024-07-01,SKU0063,118,313.0,14,206
2024-07-08,SKU0063,191,220.0,14,206
2024-07-15,SKU0063,260,,14,206
2024-07-22,SKU0063,279,332.0,14,206
2024-07-29,SKU0063,203,0.0,14,206
2024-08-05,SKU0063,271,222.0,14,206
2024-08-12,SKU0063,247,315.0,14,206
2024-08-19,SKU0063,303,289.0,14,206
2024-08-26,SKU0063,218,0.0,14,206
2024-09-02,SKU0063,240,278.0,14,206
2024-09-09,SKU0063,318,299.0,14,206
2024-09-16,SKU0063,244,0.0,14,206
2024-09-23,SKU0063,341,273.0,14,206
2024-09-30,SKU0063,254,0.0,14,206
2024-10-07,SKU0063,328,239.0,14,206
2024-10-14,SKU0063,261,0.0,14,206
2024-10-21,SKU0063,175,0.0,14,206
2024-10-28,SKU0063,152,285.0,14,206
2024-11-04,SKU0063,155,330.0,14,206
2024-11-11,SKU0063,80,0.0,14,206
2024-11-18,SKU0063,135,331.0,14,206
2024-11-25,SKU0063,167,256.0,14,206
2024-12-02,SKU0063,135,319.0,14,206
2024-12-09,SKU0063,200,207.0,14,206
2024-12-16,SKU0063,111,0.0,14,206
2024-12-23,SKU0063,133,293.0,14,206
2024-12-30,SKU0063,144,284.0,14,206
2025-01-06,SKU0063,177,209.0,14,206
2025-01-13,SKU0063,170,252.0,14,206
2025-01-20,SKU0063,101,0.0,14,206
2025-01-27,SKU0063,117,262.0,14,206
2025-02-03,SKU0063,184,321.0,14,206
2025-02-10,SKU0063,161,330.0,14,206
2025-02-17,SKU0063,207,318.0,14,206
2025-02-24,SKU0063,229,216.0,14,206
2025-03-03,SKU0063,308,226.0,14,206
2025-03-10,SKU0063,206,0.0,14,206
2025-03-17,SKU0063,158,310.0,14,206
2025-03-24,SKU0063,217,289.0,14,206
2025-03-31,SKU0063,239,317.0,14,206
2025-04-07,SKU0063,159,0.0,14,206
2025-04-14,SKU0063,179,260.0,14,206
2025-04-21,SKU0063,143,315.0,14,206
2025-04-28,SKU0063,218,269.0,14,206
2025-05-05,SKU0063,224,305.0,14,206
2025-05-12,SKU0063,201,236.0,14,206
2025-05-19,SKU0063,295,324.0,14,206
2025-05-26,SKU0063,217,0.0,14,206
2025-06-02,SKU0063,293,272.0,14,206
2025-06-09,SKU0063,217,0.0,14,206
2025-06-16,SKU0063,135,0.0,14,206
2025-06-23,SKU0063,153,255.0,14,206
2025-06-30,SKU0063,74,0.0,14,206
2025-07-07,SKU0063,81,329.0,14,206
2025-07-14,SKU0063,157,295.0,14,206
