sale_date,order_id,sku_id,quantity,unit_price,discount_pct,revenue,customer_id,region,channel,payment_method,shipping_days,order_status,sales_rep,warehouse
2026-07-22,ORD104284,SKU0155,3,224.8,20,539.52,CUST00405,Luxor,Online,Cash,2.0,Completed,Omar,WH-05
17/02/2026,ORD100733,SKU0076,6,282.4,0,1694.4,CUST01108,Mansoura,Wholesale,,6.0,Completed,Sara,WH-05
03/18/2026,ORD104657,SKU0027,2,451.94,25,677.91,CUST02627,Cairo,Wholesale,,4.0,Completed,Youssef,WH-03
07/20/2026,ORD101187,SKU0031,3,116.55,25,262.24,CUST01859,Mansoura,Online,Card,3.0,Completed,Youssef,WH-05
02/07/2026,ORD100960,SKU0112,4,40.83,35,106.16,CUST01499,Alexandria,Online,Card,1.0,Completed,Mona,WH-04
18/05/2026,ORD104955,SKU0064,1,376.01,0,376.01,CUST01612,Giza,Store,,3.0,Completed,Ali,WH-05
20/06/2026,ORD103244,SKU0153,1,329.69,10,296.72,CUST01660,Alexandria,Wholesale,,7.0,Completed,Sara,WH-05
05/17/2026,ORD100458,SKU0010,2,135.8,15,230.86,CUST02633,Mansoura,Marketplace,Cash,3.0,Completed,Sara,WH-02
24/01/2026,ORD101571,SKU0032,3,269.72,30,566.41,CUST00705,Luxor,Marketplace,Cash,5.0,Completed,,WH-04
25/03/2026,ORD100113,SKU0181,2,151.62,35,197.11,CUST01642,Aswan,Store,BNPL,5.0,Completed,Mona,WH-01
2026-01-26,ORD100158,SKU0168,2,18.41,0,36.82,CUST02874,Cairo,Store,Card,5.0,Completed,Sara,WH-04
04/05/2026,ORD103577,SKU0164,4,222.11,15,755.17,CUST01472,Tanta,Wholesale,Wallet,9.0,Completed,,WH-02
03/17/2026,ORD101161,SKU0153,4,374.84,45,-824.65,CUST00847,Luxor,Marketplace,Card,5.0,Returned,Mona,WH-02
2026-01-23,ORD100356,SKU0013,5,193.09,45,-531.0,CUST01862,Cairo,Wholesale,,10.0,Returned,Ali,WH-03
09/05/2026,ORD103014,SKU0060,4,331.31,20,1060.19,CUST00043,Alexandria,Online,Wallet,8.0,Completed,Sara,WH-01
2026-07-19,ORD104355,SKU0018,2,411.07,5,781.03,CUST02274,Tanta,Wholesale,,8.0,Completed,,WH-02
2026-04-25,ORD101740,SKU0186,5,28.86,0,144.3,CUST02461,Aswan,Store,Cash,3.0,Completed,Mona,WH-03
2026-05-23,ORD104281,SKU0030,1,23.71,10,21.34,CUST02952,Cairo,Marketplace,BNPL,1.0,Completed,Youssef,WH-04
05/17/2026,ORD102259,SKU0026,1,389.81,10,350.83,CUST00976,Aswan,Store,Cash,,Completed,Omar,WH-02
09/03/2026,ORD104762,SKU0176,2,221.71,45,243.88,CUST01144,Aswan,Marketplace,BNPL,2.0,Completed,,WH-02
2026-02-07,ORD101041,SKU0115,2,326.16,15,554.47,CUST01925,Giza,Online,Card,,Completed,Omar,WH-04
06/23/2026,ORD100189,SKU0069,3,218.05,25,490.61,CUST01172,Cairo,Online,,8.0,Completed,,WH-02
02/23/2026,ORD102242,SKU0176,4,227.81,45,501.18,CUST01591,Alexandria,Wholesale,Card,6.0,Completed,,WH-03
03/28/2026,ORD103099,SKU0018,5,418.65,20,1674.6,CUST02499,Tanta,Wholesale,BNPL,,Completed,Ali,WH-04
2026-03-30,ORD103547,SKU0081,2,162.54,5,308.83,CUST01244,Alexandria,Online,Cash,3.0,Completed,,WH-03
2026-01-07,ORD104154,SKU0092,5,443.88,35,1442.61,CUST02907,Mansoura,Marketplace,BNPL,7.0,Completed,Omar,WH-04
2026-02-11,ORD103134,SKU0060,5,356.71,10,1605.2,CUST01477,Luxor,Wholesale,,4.0,Completed,Sara,WH-04
02/05/2026,ORD101246,SKU0041,1,312.68,25,234.51,CUST00795,Aswan,Marketplace,Wallet,2.0,Completed,,WH-05
04/04/2026,ORD103155,SKU0035,1,44.39,0,44.39,CUST01172,Alexandria,Online,BNPL,7.0,Completed,,WH-02
15/02/2026,ORD103605,SKU0191,3,58.64,45,96.76,CUST01313,Mansoura,Marketplace,BNPL,9.0,Completed,Mona,WH-04
06/22/2026,ORD100724,SKU0120,3,192.55,45,317.71,CUST01547,Luxor,Wholesale,Cash,5.0,Completed,Ali,WH-01
05/26/2026,ORD104069,SKU0137,2,413.71,25,620.56,CUST02637,Alexandria,Wholesale,BNPL,3.0,Completed,,WH-04
2026-05-22,ORD103536,SKU0199,5,280.07,20,1120.28,CUST01439,Alexandria,Wholesale,BNPL,,Completed,Sara,WH-03
02/24/2026,ORD104539,SKU0069,3,223.14,25,502.06,CUST00379,Alexandria,Wholesale,Card,,Completed,,WH-03
2026-02-24,ORD102849,SKU0133,6,386.82,20,1856.74,CUST00236,Giza,Online,,2.0,Completed,Youssef,WH-05
17/03/2026,ORD103875,SKU0195,2,305.64,5,580.72,CUST00561,Giza,Store,Cash,3.0,Completed,Omar,WH-02
2026-03-29,ORD101475,SKU0184,3,404.92,0,-1214.76,CUST01322,Tanta,Marketplace,Cash,4.0,Returned,Youssef,WH-05
2026-07-12,ORD100013,SKU0113,1,83.63,45,46.0,CUST01215,Mansoura,Wholesale,,2.0,Completed,Ali,WH-04
08/01/2026,ORD100453,SKU0087,1,159.48,25,119.61,CUST00327,Aswan,Wholesale,,8.0,Completed,,WH-05
16/05/2026,ORD104855,SKU0070,1,171.12,35,111.23,CUST01932,Tanta,Store,Cash,8.0,Completed,Sara,WH-05
2026-02-03,ORD103026,SKU0016,2,179.96,10,323.93,CUST02861,Tanta,Online,,9.0,Completed,Youssef,WH-02
2026-06-08,ORD102430,SKU0187,2,47.49,20,75.98,CUST00917,Tanta,Wholesale,Cash,8.0,Completed,Sara,WH-04
2026-05-21,ORD102218,SKU0092,1,425.54,5,-404.26,CUST00714,Luxor,Online,Wallet,1.0,Returned,Ali,WH-05
03/20/2026,ORD102332,SKU0082,2,246.37,15,418.83,CUST01856,Alexandria,Wholesale,,7.0,Completed,Mona,WH-04
2026-01-25,ORD104114,SKU0195,1,334.27,0,334.27,CUST00081,Alexandria,Store,,,Completed,Youssef,WH-05
05/03/2026,ORD100414,SKU0161,1,225.39,5,214.12,CUST02176,Cairo,Wholesale,Cash,4.0,Completed,Mona,WH-02
08/03/2026,ORD102520,SKU0093,50,105.19,30,3681.65,CUST01315,Mansoura,Store,Cash,3.0,Completed,Mona,WH-02
05/15/2026,ORD102169,SKU0176,3,219.27,5,624.92,CUST02168,Luxor,Store,Cash,6.0,Completed,Youssef,WH-03
07/02/2026,ORD104762,SKU0130,5,164.01,45,-451.03,CUST02604,Luxor,Online,,9.0,Returned,Omar,WH-03
02/21/2026,ORD103789,SKU0088,2,191.77,45,210.95,CUST02448,Cairo,Marketplace,,9.0,Completed,Youssef,WH-04
23/02/2026,ORD100559,SKU0069,2,216.19,30,302.67,CUST01931,Tanta,Wholesale,Card,4.0,Completed,Mona,WH-03
04/07/2026,ORD103339,SKU0168,5,17.57,15,74.67,CUST00690,Tanta,Marketplace,Cash,1.0,Completed,,WH-05
02/04/2026,ORD104309,SKU0079,1,274.1,25,205.58,CUST02482,Giza,Store,,,Completed,,WH-01
2026-03-06,ORD101279,SKU0184,1,444.96,25,333.72,CUST01186,Aswan,Online,Card,10.0,Completed,Ali,WH-03
01/05/2026,ORD102181,SKU0079,3,270.92,25,609.57,CUST01411,Giza,Online,Cash,3.0,Completed,Omar,WH-03
05/25/2026,ORD101630,SKU0181,1,166.74,30,116.72,CUST00304,Luxor,Store,Card,6.0,Completed,Omar,WH-02
04/03/2026,ORD104469,SKU0110,1,293.53,25,220.15,CUST02198,Tanta,Marketplace,Wallet,8.0,Completed,,WH-03
06/16/2026,ORD101627,SKU0109,2,143.07,15,243.22,CUST00503,Alexandria,Online,Wallet,2.0,Completed,Ali,WH-04
2026-06-28,ORD102145,SKU0020,6,254.92,30,1070.66,CUST00900,Tanta,Store,Cash,9.0,Completed,Sara,WH-05
02/04/2026,ORD103669,SKU0085,1,26.81,30,18.77,CUST01046,Mansoura,Wholesale,Cash,10.0,Completed,Omar,WH-05
06/15/2026,ORD104120,SKU0080,2,98.68,5,187.49,CUST00216,Luxor,Store,BNPL,,Completed,Youssef,WH-01
19/05/2026,ORD104207,SKU0042,2,94.29,25,-141.44,CUST00737,Mansoura,Wholesale,Cash,4.0,Returned,Omar,WH-01
06/30/2026,ORD101517,SKU0115,1,369.93,5,351.43,CUST00878,Giza,Wholesale,Cash,4.0,Completed,Ali,WH-05
2026-04-01,ORD103863,SKU0161,2,228.76,15,388.89,CUST02912,Luxor,Store,Cash,5.0,Completed,Youssef,WH-02
06/20/2026,ORD100594,SKU0101,6,156.99,35,612.26,CUST01246,Luxor,Online,Wallet,10.0,Completed,Omar,WH-05
21/02/2026,ORD102155,SKU0123,4,18.78,10,67.61,CUST00053,Giza,Wholesale,BNPL,10.0,Completed,Sara,WH-01
05/21/2026,ORD103669,SKU0118,3,90.51,45,149.34,CUST01953,Mansoura,Wholesale,Card,3.0,Completed,Omar,WH-04
2026-07-05,ORD102143,SKU0011,3,178.89,15,456.17,CUST01385,Mansoura,Store,Cash,8.0,Completed,Sara,WH-02
03/22/2026,ORD100750,SKU0098,3,112.51,25,253.15,CUST01967,Tanta,Marketplace,Card,8.0,Completed,Omar,WH-04
05/26/2026,ORD104035,SKU0187,3,48.36,10,130.57,CUST00956,Mansoura,Marketplace,BNPL,6.0,Completed,Ali,WH-01
17/03/2026,ORD100097,SKU0012,1,95.44,20,-76.35,CUST01053,Mansoura,Store,Cash,7.0,Returned,Ali,WH-02
01/17/2026,ORD103028,SKU0071,1,276.49,15,235.02,CUST02915,Cairo,Wholesale,Wallet,5.0,Completed,,WH-05
03/18/2026,ORD104253,SKU0056,1,91.02,30,63.71,CUST02057,Giza,Online,BNPL,10.0,Completed,Omar,WH-03
2026-05-28,ORD101203,SKU0189,4,209.51,15,712.33,CUST02764,Alexandria,Wholesale,Card,9.0,Completed,Mona,WH-04
2026-01-18,ORD101085,SKU0080,3,101.06,0,303.18,CUST00769,Alexandria,Store,Wallet,5.0,Completed,Ali,WH-05
12/01/2026,ORD100776,SKU0165,4,137.98,10,496.73,CUST01898,Mansoura,Online,Cash,7.0,Cancelled,,WH-05
2026-01-22,ORD103807,SKU0034,2,70.07,35,91.09,CUST01083,Giza,Wholesale,Cash,1.0,Completed,Ali,WH-03
03/18/2026,ORD103513,SKU0016,1,186.96,30,130.87,CUST00867,Giza,Wholesale,Wallet,3.0,Completed,Omar,WH-01
2026-03-24,ORD102803,SKU0136,2,380.28,5,722.53,CUST02998,Aswan,Wholesale,Wallet,1.0,Completed,Omar,WH-01
07/18/2026,ORD103463,SKU0090,5,272.32,45,748.88,CUST01005,Cairo,Store,Cash,1.0,Completed,,WH-05
2026-06-12,ORD101444,SKU0127,1,284.62,35,185.0,CUST01047,Alexandria,Store,Wallet,5.0,Completed,Ali,WH-05
2026-05-28,ORD100593,SKU0013,1,207.88,20,166.3,CUST01912,Cairo,Wholesale,,5.0,Completed,Sara,WH-04
2026-07-04,ORD101079,SKU0088,2,194.32,20,310.91,CUST01161,Mansoura,Wholesale,,4.0,Completed,,WH-03
2026-03-16,ORD104925,SKU0097,1,367.86,10,331.07,CUST02483,Giza,Online,Cash,10.0,Completed,Omar,WH-02
02/16/2026,ORD100933,SKU0117,6,218.18,0,-1309.08,CUST01089,Luxor,Store,Wallet,2.0,Returned,,WH-02
2026-01-01,ORD104874,SKU0155,5,246.89,20,987.56,CUST00443,Cairo,Wholesale,,9.0,Completed,,WH-03
2026-02-14,ORD101950,SKU0026,2,423.76,25,635.64,CUST02585,Giza,Online,Cash,7.0,Completed,Sara,WH-01
03/05/2026,ORD100675,SKU0192,4,287.1,45,631.62,CUST01163,Luxor,Online,BNPL,6.0,Completed,Youssef,WH-03
2026-01-26,ORD102639,SKU0049,5,191.75,15,814.94,CUST00131,Luxor,Online,Wallet,8.0,Completed,Sara,WH-03
07/03/2026,ORD104466,SKU0130,2,147.9,20,236.64,CUST01493,Luxor,Wholesale,Cash,8.0,Completed,Sara,WH-02
09/01/2026,ORD103626,SKU0196,4,323.3,30,905.24,CUST02950,Alexandria,Store,Wallet,8.0,Completed,,WH-04
01/04/2026,ORD103101,SKU0088,1,172.49,0,172.49,CUST02653,Giza,Store,,4.0,Completed,Ali,WH-04
2026-06-23,ORD102975,SKU0049,3,191.26,35,372.96,CUST02934,Giza,Online,Cash,1.0,Completed,Omar,WH-03
08/02/2026,ORD103945,SKU0148,3,52.25,5,148.91,CUST00235,Giza,Store,BNPL,10.0,Completed,Omar,WH-04
27/03/2026,ORD101229,SKU0145,5,120.08,20,480.32,CUST02211,Luxor,Store,BNPL,2.0,Completed,Mona,WH-04
2026-03-07,ORD102958,SKU0064,3,391.41,25,880.67,CUST02897,Mansoura,Marketplace,Cash,8.0,Completed,Youssef,WH-05
07/07/2026,ORD104582,SKU0078,1,308.95,10,278.06,CUST02529,Giza,Online,Cash,3.0,Completed,Youssef,WH-04
01/07/2026,ORD100557,SKU0070,4,166.53,35,432.98,CUST01894,Aswan,Online,,,Completed,Omar,WH-01
13/07/2026,ORD104375,SKU0116,2,266.3,35,346.19,CUST00518,Mansoura,Store,Cash,6.0,Completed,Ali,WH-02
06/04/2026,ORD104851,SKU0174,1,165.03,5,156.78,CUST02695,Giza,Store,,10.0,Completed,Omar,WH-05
24/02/2026,ORD102266,SKU0075,1,24.64,30,17.25,CUST00387,Mansoura,Store,Wallet,9.0,Completed,Youssef,WH-05
17/01/2026,ORD104343,SKU0138,50,203.12,35,6601.4,CUST01571,Alexandria,Store,Cash,7.0,Completed,Sara,WH-04
09/02/2026,ORD103907,SKU0015,4,150.46,45,331.01,CUST02904,Mansoura,Wholesale,,7.0,Completed,,WH-03
01/02/2026,ORD103623,SKU0026,2,430.26,5,817.49,CUST00833,Mansoura,Online,Cash,10.0,Completed,Omar,WH-05
2025-12-28,ORD101660,SKU0168,2,17.94,30,25.12,CUST02365,Giza,Online,BNPL,7.0,Completed,Omar,WH-05
2026-07-23,ORD103465,SKU0101,2,166.19,0,332.38,CUST02187,Mansoura,Marketplace,BNPL,3.0,Completed,,WH-04
07/02/2026,ORD101615,SKU0034,1,65.56,20,52.45,CUST02225,Luxor,Wholesale,Wallet,9.0,Completed,Sara,WH-04
03/25/2026,ORD101419,SKU0003,1,47.9,25,35.92,CUST01769,Tanta,Online,Wallet,10.0,Completed,Omar,WH-01
06/22/2026,ORD101261,SKU0150,2,167.81,30,234.93,CUST01068,Tanta,Marketplace,,8.0,Completed,Youssef,WH-02
10/07/2026,ORD100682,SKU0194,2,85.17,0,170.34,CUST01318,Aswan,Marketplace,BNPL,4.0,Completed,Ali,WH-01
03/14/2026,ORD104202,SKU0020,3,229.71,45,379.02,CUST02332,Giza,Marketplace,BNPL,8.0,Completed,Omar,WH-04
26/05/2026,ORD100144,SKU0087,3,162.44,20,389.86,CUST00511,Alexandria,Wholesale,Card,6.0,Completed,Omar,WH-05
16/07/2026,ORD102280,SKU0137,5,424.88,10,1911.96,CUST00499,Aswan,Wholesale,,1.0,Completed,Mona,WH-02
03/29/2026,ORD100363,SKU0116,4,273.06,20,873.79,CUST02845,Cairo,Online,Card,1.0,Completed,Youssef,WH-03
24/02/2026,ORD101148,SKU0178,2,36.35,45,39.99,CUST00871,Luxor,Wholesale,,,Completed,Youssef,WH-02
2026-01-17,ORD101768,SKU0152,2,202.8,15,-344.76,CUST02603,Aswan,Online,Card,2.0,Returned,Youssef,WH-04
2026-02-07,ORD100427,SKU0181,2,172.19,5,327.16,CUST00873,Aswan,Marketplace,BNPL,8.0,Completed,Omar,WH-04
2026-06-21,ORD101314,SKU0058,3,275.19,30,577.9,CUST02029,Alexandria,Marketplace,Cash,4.0,Completed,Mona,WH-01
13/06/2026,ORD104927,SKU0119,1,68.46,35,44.5,CUST00522,Mansoura,Online,,10.0,Completed,Mona,WH-02
02/27/2026,ORD101192,SKU0195,1,317.31,10,285.58,CUST00542,Mansoura,Store,,4.0,Completed,Mona,WH-01
03/30/2026,ORD102465,SKU0169,1,367.3,5,-348.94,CUST01202,Tanta,Store,BNPL,7.0,Returned,Ali,WH-02
2026-07-04,ORD103293,SKU0046,4,63.19,0,252.76,CUST00825,Mansoura,Online,Cash,9.0,Completed,Ali,WH-03
2026-03-03,ORD101133,SKU0052,3,121.66,30,255.49,CUST01088,Giza,Store,Cash,8.0,Completed,Sara,WH-03
31/03/2026,ORD100521,SKU0085,3,25.86,0,77.58,CUST01078,Aswan,Wholesale,BNPL,8.0,Completed,Youssef,WH-05
02/15/2026,ORD103341,SKU0180,1,379.5,10,-341.55,CUST01527,Cairo,Store,Wallet,2.0,Returned,Mona,WH-04
2026-01-30,ORD103717,SKU0129,5,411.61,5,1955.15,CUST02613,Aswan,Wholesale,Wallet,6.0,Completed,Sara,WH-02
16/05/2026,ORD101333,SKU0170,4,129.91,5,-493.66,CUST01641,Aswan,Wholesale,Cash,7.0,Returned,Youssef,WH-04
01/10/2026,ORD104779,SKU0146,2,14.88,15,25.3,CUST02986,Luxor,Online,,3.0,Completed,Ali,WH-04
31/01/2026,ORD104129,SKU0063,3,85.66,45,141.34,CUST01146,Giza,Store,,2.0,Completed,Youssef,WH-02
14/06/2026,ORD101985,SKU0136,1,381.33,20,305.06,CUST00561,Aswan,Online,Cash,4.0,Completed,Ali,WH-02
03/22/2026,ORD101350,SKU0047,2,279.61,5,531.26,CUST00912,Cairo,Store,Wallet,1.0,Cancelled,Omar,WH-05
02/24/2026,ORD103049,SKU0073,1,75.71,5,71.92,CUST00322,Giza,Marketplace,,7.0,Completed,Ali,WH-05
06/06/2026,ORD100088,SKU0047,1,275.65,5,261.87,CUST01035,Cairo,Marketplace,,1.0,Completed,Youssef,WH-02
07/19/2026,ORD104506,SKU0186,2,32.76,5,62.24,CUST02119,Aswan,Store,,,Completed,Omar,WH-05
28/01/2026,ORD104447,SKU0130,3,153.64,0,460.92,CUST02374,Cairo,Online,Cash,6.0,Completed,Sara,WH-05
02/13/2026,ORD100198,SKU0142,2,106.4,0,212.8,CUST01566,Mansoura,Store,,1.0,Completed,,WH-02
02/08/2026,ORD100071,SKU0040,1,97.51,45,53.63,CUST02288,Luxor,Marketplace,BNPL,1.0,Completed,Mona,WH-05
02/06/2026,ORD102392,SKU0051,6,23.39,45,77.19,CUST02729,Mansoura,Marketplace,Wallet,1.0,Completed,Omar,WH-04
2026-06-04,ORD100224,SKU0075,3,25.39,30,53.32,CUST01781,Giza,Store,Wallet,10.0,Completed,,WH-05
2026-05-22,ORD104330,SKU0010,2,128.89,25,193.33,CUST00573,Luxor,Marketplace,Cash,1.0,Completed,Ali,WH-02
07/04/2026,ORD104499,SKU0089,4,230.32,0,921.28,CUST00519,Alexandria,Wholesale,Wallet,,Completed,,WH-02
27/12/2025,ORD103340,SKU0052,6,114.01,10,615.65,CUST01714,Mansoura,Online,Card,2.0,Completed,Omar,WH-02
2026-02-10,ORD103616,SKU0112,1,37.1,25,27.83,CUST00986,Giza,Marketplace,BNPL,3.0,Completed,Youssef,WH-05
04/17/2026,ORD102514,SKU0009,1,118.64,20,94.91,CUST02221,Giza,Store,BNPL,4.0,Completed,Sara,WH-05
19/07/2026,ORD104065,SKU0033,1,102.33,45,56.28,CUST02412,Cairo,Online,BNPL,6.0,Completed,Youssef,WH-03
2026-02-03,ORD104056,SKU0007,1,232.54,5,-220.91,CUST01697,Tanta,Marketplace,Card,9.0,Returned,Mona,WH-05
05/30/2026,ORD101574,SKU0005,5,242.89,5,1153.73,CUST02337,Giza,Store,,1.0,Completed,Mona,WH-05
17/04/2026,ORD103239,SKU0095,3,168.35,5,479.8,CUST02923,Cairo,Store,,5.0,Completed,,WH-01
03/01/2026,ORD104748,SKU0045,3,293.0,25,-659.25,CUST02059,Alexandria,Wholesale,,10.0,Returned,Sara,WH-05
05/01/2026,ORD100770,SKU0012,1,105.72,45,58.15,CUST02304,Luxor,Store,Wallet,1.0,Completed,Youssef,WH-02
2026-02-14,ORD104557,SKU0003,1,49.9,45,27.44,CUST01150,Mansoura,Marketplace,,4.0,Completed,Youssef,WH-02
2026-01-22,ORD104684,SKU0070,2,177.55,20,284.08,CUST00850,Aswan,Online,BNPL,5.0,Completed,Ali,WH-01
01/19/2026,ORD104136,SKU0078,2,311.1,15,528.87,CUST00977,Mansoura,Store,Card,1.0,Completed,Sara,WH-02
04/08/2026,ORD104922,SKU0134,2,288.86,5,548.83,CUST00954,Giza,Marketplace,,10.0,Completed,Ali,WH-02
07/02/2026,ORD104499,SKU0092,3,411.32,15,-1048.87,CUST00560,Luxor,Store,BNPL,7.0,Returned,Ali,WH-05
03/27/2026,ORD103562,SKU0032,2,259.94,45,285.93,CUST01652,Tanta,Store,Card,10.0,Completed,Youssef,WH-02
2026-02-21,ORD101299,SKU0026,3,416.34,45,686.96,CUST01509,Aswan,Marketplace,Card,10.0,Completed,Omar,WH-02
2026-04-19,ORD100123,SKU0064,4,341.75,45,751.85,CUST01740,Tanta,Marketplace,Card,10.0,Completed,Mona,WH-05
02/03/2026,ORD101026,SKU0147,2,284.43,10,511.97,CUST00119,Giza,Wholesale,BNPL,1.0,Completed,Ali,WH-04
2026-02-04,ORD102699,SKU0165,5,126.06,15,535.76,CUST01438,Tanta,Marketplace,Card,,Completed,Youssef,WH-04
21/06/2026,ORD103578,SKU0129,4,410.78,0,1643.12,CUST01937,Alexandria,Wholesale,BNPL,1.0,Completed,,WH-01
01/03/2026,ORD100392,SKU0057,2,375.85,5,714.12,CUST00338,Mansoura,Wholesale,Cash,5.0,Cancelled,Ali,WH-03
14/07/2026,ORD102932,SKU0193,2,334.59,10,602.26,CUST02536,Mansoura,Marketplace,BNPL,6.0,Completed,Mona,WH-01
27/01/2026,ORD102996,SKU0092,3,389.13,35,758.8,CUST02871,Cairo,Marketplace,Wallet,8.0,Completed,Omar,WH-02
2026-03-28,ORD102686,SKU0143,3,149.95,20,359.88,CUST00140,Aswan,Online,Cash,10.0,Completed,Mona,WH-05
03/06/2026,ORD102228,SKU0018,6,437.73,35,1707.15,CUST01297,Giza,Online,Cash,9.0,Completed,Omar,WH-05
03/04/2026,ORD103175,SKU0063,1,86.75,15,73.74,CUST01629,Alexandria,Wholesale,Card,6.0,Completed,,WH-04
06/03/2026,ORD102893,SKU0125,5,436.38,45,1200.04,CUST01676,Giza,Marketplace,Card,,Completed,Omar,WH-04
08/05/2026,ORD104171,SKU0074,6,233.5,10,1260.9,CUST00311,Mansoura,Wholesale,BNPL,5.0,Completed,,WH-05
24/06/2026,ORD102945,SKU0148,2,56.17,20,89.87,CUST02883,Tanta,Marketplace,BNPL,10.0,Completed,Mona,WH-03
05/24/2026,ORD100663,SKU0100,4,406.56,10,1463.62,CUST02795,Aswan,Marketplace,,7.0,Completed,Omar,WH-02
21/04/2026,ORD101411,SKU0155,3,245.1,15,625.0,CUST00113,Mansoura,Store,BNPL,7.0,Completed,Omar,WH-03
2026-03-01,ORD100169,SKU0142,2,104.99,10,188.98,CUST01961,Tanta,Wholesale,BNPL,3.0,Completed,,WH-04
2026-01-15,ORD101059,SKU0181,1,160.33,20,128.26,CUST01500,Giza,Wholesale,BNPL,1.0,Completed,Sara,WH-05
12/03/2026,ORD102456,SKU0082,1,239.81,35,155.88,CUST00697,Cairo,Online,,4.0,Completed,Sara,WH-03
26/03/2026,ORD102249,SKU0096,1,49.2,30,34.44,CUST00401,Giza,Marketplace,Cash,2.0,Completed,,WH-04
02/28/2026,ORD103371,SKU0171,4,191.22,15,650.15,CUST00226,Tanta,Marketplace,,2.0,Completed,Youssef,WH-04
07/10/2026,ORD103336,SKU0180,4,380.55,30,1065.54,CUST01819,Tanta,Online,BNPL,8.0,Completed,,WH-02
02/26/2026,ORD100589,SKU0041,1,354.67,45,195.07,CUST02598,Luxor,Online,,1.0,Completed,Ali,WH-02
07/02/2026,ORD101658,SKU0191,2,56.22,10,101.2,CUST00449,Cairo,Online,BNPL,2.0,Completed,Ali,WH-04
01/09/2026,ORD103224,SKU0116,3,282.8,10,763.56,CUST02921,Giza,Wholesale,Card,7.0,Completed,Sara,WH-04
02/04/2026,ORD100052,SKU0008,1,57.42,0,57.42,CUST01831,Giza,Online,,3.0,Completed,Ali,WH-03
28/05/2026,ORD104804,SKU0105,2,8.11,35,10.54,CUST00974,Luxor,Marketplace,Cash,1.0,Completed,Mona,WH-05
2026-05-06,ORD101903,SKU0012,5,96.97,10,-436.36,CUST02391,Luxor,Marketplace,BNPL,3.0,Returned,Omar,WH-03
2026-07-02,ORD103487,SKU0029,3,34.41,35,67.1,CUST01295,Giza,Wholesale,Wallet,3.0,Completed,Youssef,WH-05
2026-04-03,ORD104961,SKU0114,5,317.64,20,1270.56,CUST01415,Giza,Store,,1.0,Completed,Youssef,WH-02
23/05/2026,ORD101240,SKU0173,5,171.88,20,687.52,CUST00207,Tanta,Wholesale,,1.0,Completed,Ali,WH-02
2026-03-15,ORD104326,SKU0019,2,89.68,0,179.36,CUST00826,Alexandria,Store,BNPL,9.0,Cancelled,Mona,WH-05
2026-01-14,ORD101213,SKU0001,3,177.97,20,427.13,CUST01052,Cairo,Online,Card,7.0,Completed,Mona,WH-04
03/09/2026,ORD103442,SKU0130,2,148.92,15,253.16,CUST00761,Aswan,Wholesale,BNPL,5.0,Completed,Mona,WH-03
01/31/2026,ORD101239,SKU0106,3,234.33,35,456.94,CUST00070,Giza,Wholesale,Wallet,4.0,Completed,Sara,WH-01
2026-02-28,ORD103698,SKU0193,4,337.33,30,944.52,CUST00905,Mansoura,Store,BNPL,5.0,Completed,Youssef,WH-05
2026-02-16,ORD100238,SKU0073,4,79.32,45,174.5,CUST01843,Giza,Wholesale,Cash,3.0,Cancelled,Mona,WH-02
11/03/2026,ORD100955,SKU0074,1,219.71,15,186.75,CUST02693,Mansoura,Store,Cash,5.0,Cancelled,Mona,WH-05
2026-03-31,ORD101273,SKU0156,2,120.16,15,204.27,CUST02323,Mansoura,Online,BNPL,6.0,Completed,Mona,WH-03
2026-06-28,ORD101378,SKU0134,4,301.8,35,784.68,CUST02061,Mansoura,Marketplace,BNPL,8.0,Completed,Mona,WH-04
12/06/2026,ORD103463,SKU0050,1,12.81,10,11.53,CUST00795,Alexandria,Marketplace,,,Completed,,WH-01
04/22/2026,ORD104283,SKU0050,3,13.29,15,33.89,CUST01971,Luxor,Online,Wallet,10.0,Completed,Sara,WH-02
03/18/2026,ORD103944,SKU0032,1,262.36,20,209.89,CUST01776,Alexandria,Online,Cash,7.0,Completed,Mona,WH-02
10/06/2026,ORD102049,SKU0071,3,280.25,20,672.6,CUST02734,Alexandria,Store,Wallet,5.0,Completed,Youssef,WH-03
07/01/2026,ORD104457,SKU0082,1,235.79,45,129.68,CUST02419,Tanta,Store,,3.0,Completed,Omar,WH-02
28/02/2026,ORD101458,SKU0041,2,329.19,30,460.87,CUST02229,Alexandria,Wholesale,Card,6.0,Completed,Omar,WH-03
04/30/2026,ORD104341,SKU0162,4,218.8,0,875.2,CUST02479,Aswan,Wholesale,BNPL,8.0,Completed,Sara,WH-03
08/03/2026,ORD101522,SKU0004,1,35.31,10,31.78,CUST00621,Tanta,Store,Wallet,9.0,Completed,,WH-05
2026-04-25,ORD101381,SKU0066,1,129.93,15,110.44,CUST02201,Cairo,Store,,2.0,Completed,Mona,WH-04
19/07/2026,ORD103825,SKU0125,1,405.94,20,324.75,CUST02906,Aswan,Online,,5.0,Completed,Mona,WH-05
03/31/2026,ORD100922,SKU0149,6,239.5,45,790.35,CUST00583,Tanta,Wholesale,Wallet,4.0,Completed,Ali,WH-01
17/01/2026,ORD102469,SKU0020,2,236.22,45,259.84,CUST01008,Giza,Online,Cash,10.0,Completed,Ali,WH-01
