sale_date,order_id,sku_id,quantity,unit_price,discount_pct,revenue,customer_id,region,channel,payment_method,shipping_days,order_status,sales_rep,warehouse
2026-06-07,ORD102973,SKU0137,1,402.39,15,342.03,CUST00134,CAIRO,MARKETPLACE,BNPL,8.0,RETURNED,SARA,WH-01
2026-04-27,ORD100678,SKU0098,1,124.45,20,99.56,CUST01393,ASWAN,ONLINE,CARD,0.0,COMPLETED,UNKNOWN,WH-05
2026-02-25,ORD101556,SKU0068,2,295.25,25,442.88,CUST00763,GIZA,STORE,CASH,8.0,COMPLETED,UNKNOWN,WH-03
2026-05-17,ORD102517,SKU0062,1,88.44,0,88.44,CUST00095,CAIRO,MARKETPLACE,CASH,6.0,COMPLETED,OMAR,WH-02
2026-05-15,ORD102855,SKU0010,2,144.07,25,216.1,CUST01990,ALEXANDRIA,ONLINE,CASH,8.0,COMPLETED,UNKNOWN,WH-04
2026-02-07,ORD104397,SKU0019,4,78.39,0,313.56,CUST01890,ALEXANDRIA,WHOLESALE,CARD,4.0,COMPLETED,MONA,WH-05
2026-05-13,ORD100228,SKU0081,5,145.04,30,507.64,CUST02416,CAIRO,STORE,UNKNOWN,5.0,COMPLETED,ALI,WH-05
2026-01-22,ORD100616,SKU0043,2,107.87,35,140.23,CUST01265,TANTA,MARKETPLACE,UNKNOWN,9.0,COMPLETED,YOUSSEF,WH-02
2026-03-31,ORD104437,SKU0123,4,19.09,35,49.63,CUST01645,MANSOURA,MARKETPLACE,CASH,0.0,RETURNED,YOUSSEF,WH-02
2026-02-20,ORD100363,SKU0139,1,336.11,45,184.86,CUST00772,CAIRO,WHOLESALE,UNKNOWN,7.0,COMPLETED,MONA,WH-04
2026-01-16,ORD103175,SKU0098,1,113.34,15,96.34,CUST02842,LUXOR,STORE,CARD,8.0,COMPLETED,ALI,WH-05
2026-03-15,ORD102785,SKU0062,5,85.26,35,277.1,CUST02990,GIZA,ONLINE,WALLET,9.0,COMPLETED,OMAR,WH-02
2026-04-17,ORD101290,SKU0168,1,17.32,45,9.53,CUST02483,MANSOURA,MARKETPLACE,BNPL,5.0,COMPLETED,SARA,WH-05
2026-05-07,ORD102294,SKU0079,3,274.33,45,452.64,CUST00341,LUXOR,WHOLESALE,CASH,10.0,COMPLETED,YOUSSEF,WH-01
2026-01-16,ORD101262,SKU0108,5,222.31,15,944.82,CUST02753,ASWAN,MARKETPLACE,BNPL,1.0,CANCELLED,YOUSSEF,WH-04
2026-05-10,ORD102850,SKU0123,3,17.98,5,51.24,CUST02647,LUXOR,WHOLESALE,CASH,4.0,COMPLETED,UNKNOWN,WH-03
2026-01-14,ORD102816,SKU0117,2,227.08,35,295.2,CUST00239,GIZA,MARKETPLACE,CASH,0.0,COMPLETED,UNKNOWN,WH-04
2026-07-19,ORD100054,SKU0046,3,58.03,45,95.75,CUST01972,GIZA,STORE,WALLET,4.0,COMPLETED,MONA,WH-03
2026-03-24,ORD102532,SKU0040,3,106.12,25,238.77,CUST02130,TANTA,STORE,CARD,2.0,COMPLETED,OMAR,WH-01
2026-06-22,ORD102435,SKU0008,4,60.1,20,192.32,CUST02203,MANSOURA,MARKETPLACE,CARD,4.0,COMPLETED,OMAR,WH-05
2026-06-07,ORD104584,SKU0173,1,160.02,0,160.02,CUST00894,TANTA,WHOLESALE,WALLET,3.0,COMPLETED,MONA,WH-01
2026-05-22,ORD102966,SKU0004,6,34.38,0,206.28,CUST00076,GIZA,ONLINE,BNPL,1.0,COMPLETED,ALI,WH-04
2026-06-05,ORD101828,SKU0163,1,406.65,15,345.65,CUST01703,ALEXANDRIA,WHOLESALE,CARD,0.0,COMPLETED,YOUSSEF,WH-05
2026-03-16,ORD102003,SKU0134,2,295.31,10,531.56,CUST01138,ALEXANDRIA,MARKETPLACE,CASH,4.0,RETURNED,YOUSSEF,WH-05
2026-03-22,ORD102323,SKU0111,5,258.05,25,967.69,CUST02184,ALEXANDRIA,MARKETPLACE,CARD,3.0,COMPLETED,ALI,WH-01
2026-01-12,ORD102193,SKU0178,4,38.89,25,116.67,CUST00952,ASWAN,MARKETPLACE,CASH,4.0,COMPLETED,SARA,WH-03
2026-01-16,ORD104023,SKU0149,2,233.56,30,326.98,CUST00269,GIZA,WHOLESALE,WALLET,8.0,COMPLETED,MONA,WH-02
2026-04-01,ORD100320,SKU0014,1,77.11,20,61.69,CUST00648,GIZA,STORE,WALLET,6.0,COMPLETED,MONA,WH-01
2026-04-01,ORD100107,SKU0042,5,90.47,0,452.35,CUST01954,ASWAN,MARKETPLACE,BNPL,9.0,RETURNED,UNKNOWN,WH-02
2026-02-09,ORD101995,SKU0199,2,295.53,15,502.4,CUST00973,ALEXANDRIA,WHOLESALE,WALLET,9.0,COMPLETED,OMAR,WH-05
2026-01-30,ORD103096,SKU0050,1,14.56,25,10.92,CUST02595,GIZA,STORE,UNKNOWN,9.0,COMPLETED,MONA,WH-03
2026-02-03,ORD102843,SKU0067,1,46.18,10,41.56,CUST01761,GIZA,ONLINE,CARD,8.0,COMPLETED,OMAR,WH-02
2026-02-20,ORD103119,SKU0051,5,21.39,15,90.91,CUST01046,GIZA,WHOLESALE,BNPL,6.0,COMPLETED,ALI,WH-03
2026-02-02,ORD103057,SKU0156,3,108.3,35,211.18,CUST01034,LUXOR,ONLINE,UNKNOWN,9.0,COMPLETED,OMAR,WH-03
2026-05-31,ORD104627,SKU0161,2,223.41,45,245.75,CUST00212,ASWAN,ONLINE,CASH,7.0,COMPLETED,UNKNOWN,WH-01
2026-02-01,ORD100351,SKU0140,2,322.12,0,644.24,CUST02889,CAIRO,ONLINE,BNPL,1.0,COMPLETED,SARA,WH-05
2026-01-21,ORD103995,SKU0169,4,349.29,5,1327.3,CUST01268,TANTA,ONLINE,UNKNOWN,0.0,COMPLETED,SARA,WH-02
2026-02-18,ORD100670,SKU0143,1,152.23,35,98.95,CUST01714,CAIRO,ONLINE,WALLET,10.0,COMPLETED,UNKNOWN,WH-03
2026-05-19,ORD101807,SKU0197,3,169.6,5,483.36,CUST00364,ASWAN,MARKETPLACE,WALLET,8.0,COMPLETED,ALI,WH-01
2026-07-15,ORD104014,SKU0115,4,367.28,30,1028.38,CUST00378,ASWAN,ONLINE,CASH,9.0,COMPLETED,MONA,WH-05
2026-01-16,ORD100872,SKU0125,1,420.09,30,294.06,CUST02613,ASWAN,WHOLESALE,UNKNOWN,5.0,COMPLETED,SARA,WH-02
2026-02-21,ORD100230,SKU0008,2,53.38,10,96.08,CUST01926,CAIRO,MARKETPLACE,BNPL,9.0,COMPLETED,ALI,WH-01
2026-07-01,ORD102887,SKU0093,1,103.62,15,88.08,CUST02789,ALEXANDRIA,STORE,WALLET,0.0,COMPLETED,YOUSSEF,WH-02
2026-04-19,ORD104523,SKU0193,3,334.27,0,1002.81,CUST00205,GIZA,WHOLESALE,WALLET,7.0,COMPLETED,MONA,WH-03
2026-02-19,ORD103540,SKU0133,2,351.88,20,563.01,CUST01818,ASWAN,ONLINE,BNPL,10.0,COMPLETED,ALI,WH-01
2026-01-01,ORD101280,SKU0123,2,20.58,10,37.04,CUST01434,TANTA,MARKETPLACE,CASH,0.0,COMPLETED,SARA,WH-01
2025-12-27,ORD102183,SKU0123,1,20.39,45,11.21,CUST00925,TANTA,ONLINE,WALLET,1.0,COMPLETED,OMAR,WH-03
2026-02-15,ORD102829,SKU0088,5,182.69,10,822.1,CUST00156,ASWAN,WHOLESALE,WALLET,4.0,COMPLETED,SARA,WH-03
2026-06-28,ORD102301,SKU0120,3,182.02,10,491.45,CUST02324,CAIRO,MARKETPLACE,UNKNOWN,6.0,COMPLETED,MONA,WH-04
2026-03-31,ORD100070,SKU0127,3,281.21,10,759.27,CUST01364,MANSOURA,STORE,CASH,7.0,COMPLETED,SARA,WH-02
2026-01-27,ORD101561,SKU0140,5,309.47,10,1392.62,CUST00935,ALEXANDRIA,STORE,UNKNOWN,8.0,COMPLETED,MONA,WH-02
2026-05-09,ORD100448,SKU0131,1,299.26,25,224.44,CUST00617,ALEXANDRIA,STORE,CASH,3.0,COMPLETED,SARA,WH-04
2026-06-09,ORD104770,SKU0091,3,89.07,45,146.97,CUST01108,GIZA,MARKETPLACE,CARD,0.0,COMPLETED,SARA,WH-02
2026-03-27,ORD103629,SKU0027,1,406.72,15,345.71,CUST01302,GIZA,WHOLESALE,CASH,9.0,COMPLETED,MONA,WH-05
2026-07-14,ORD100297,SKU0035,4,46.11,35,119.89,CUST00943,CAIRO,MARKETPLACE,WALLET,6.0,COMPLETED,MONA,WH-04
2026-04-26,ORD104097,SKU0107,4,202.37,25,607.11,CUST01083,TANTA,WHOLESALE,UNKNOWN,7.0,COMPLETED,OMAR,WH-01
2026-04-17,ORD102468,SKU0167,1,10.98,0,10.98,CUST00890,MANSOURA,WHOLESALE,UNKNOWN,10.0,COMPLETED,ALI,WH-04
2026-01-25,ORD104793,SKU0050,4,14.01,5,53.24,CUST02814,ALEXANDRIA,ONLINE,UNKNOWN,9.0,COMPLETED,SARA,WH-01
2026-07-22,ORD100878,SKU0034,2,71.43,15,121.43,CUST01069,CAIRO,WHOLESALE,UNKNOWN,3.0,RETURNED,OMAR,WH-02
2026-06-12,ORD100404,SKU0175,2,163.26,25,244.89,CUST02752,LUXOR,ONLINE,BNPL,8.0,COMPLETED,YOUSSEF,WH-04
2025-12-26,ORD101585,SKU0080,1,108.63,20,86.9,CUST01700,CAIRO,STORE,CARD,8.0,COMPLETED,YOUSSEF,WH-03
2026-01-01,ORD101075,SKU0168,3,17.65,25,39.71,CUST01230,ASWAN,STORE,BNPL,5.0,COMPLETED,SARA,WH-02
2026-03-20,ORD104162,SKU0090,1,239.92,10,215.93,CUST02175,TANTA,ONLINE,CARD,10.0,COMPLETED,SARA,WH-01
2026-07-11,ORD104652,SKU0139,1,317.21,25,237.91,CUST00162,MANSOURA,STORE,BNPL,0.0,RETURNED,ALI,WH-03
2026-03-07,ORD102326,SKU0120,5,170.59,20,682.36,CUST00758,ASWAN,STORE,BNPL,3.0,COMPLETED,SARA,WH-05
2026-07-15,ORD102760,SKU0117,1,197.03,30,137.92,CUST01906,LUXOR,MARKETPLACE,CARD,8.0,COMPLETED,OMAR,WH-03
2026-03-16,ORD104123,SKU0149,3,236.82,35,461.8,CUST01055,CAIRO,MARKETPLACE,BNPL,8.0,COMPLETED,MONA,WH-02
2026-04-26,ORD103835,SKU0193,5,296.29,5,1407.38,CUST02766,TANTA,WHOLESALE,WALLET,0.0,COMPLETED,UNKNOWN,WH-03
2026-03-17,ORD102703,SKU0049,3,192.09,25,432.2,CUST01722,MANSOURA,MARKETPLACE,CASH,0.0,COMPLETED,UNKNOWN,WH-03
2026-01-19,ORD101477,SKU0161,3,224.54,10,606.26,CUST01899,LUXOR,STORE,CARD,6.0,COMPLETED,ALI,WH-02
2026-07-23,ORD102614,SKU0131,50,285.01,25,10687.88,CUST01100,CAIRO,WHOLESALE,CARD,4.0,COMPLETED,YOUSSEF,WH-05
2026-01-06,ORD103964,SKU0128,3,72.55,5,206.77,CUST00070,CAIRO,WHOLESALE,BNPL,6.0,COMPLETED,ALI,WH-01
2026-02-06,ORD101929,SKU0148,4,52.2,10,187.92,CUST00040,MANSOURA,STORE,CARD,0.0,COMPLETED,MONA,WH-03
2026-05-11,ORD102471,SKU0173,1,148.08,35,96.25,CUST02829,MANSOURA,WHOLESALE,UNKNOWN,9.0,COMPLETED,OMAR,WH-05
2026-05-30,ORD102282,SKU0149,2,212.75,20,340.4,CUST00918,TANTA,WHOLESALE,CASH,2.0,RETURNED,YOUSSEF,WH-05
2026-02-26,ORD102061,SKU0101,2,169.62,25,254.43,CUST00368,LUXOR,MARKETPLACE,CARD,5.0,COMPLETED,MONA,WH-03
2026-02-25,ORD104187,SKU0118,4,90.05,0,360.2,CUST02643,ASWAN,WHOLESALE,BNPL,5.0,COMPLETED,UNKNOWN,WH-03
2026-04-24,ORD101498,SKU0127,2,272.69,25,409.04,CUST00088,ASWAN,ONLINE,CARD,5.0,COMPLETED,ALI,WH-05
2026-04-14,ORD100966,SKU0001,2,184.28,45,202.71,CUST00823,ASWAN,STORE,BNPL,10.0,COMPLETED,MONA,WH-05
2026-04-25,ORD101971,SKU0136,3,370.09,5,1054.76,CUST00467,MANSOURA,WHOLESALE,CASH,5.0,COMPLETED,SARA,WH-04
2026-03-10,ORD101759,SKU0108,1,218.23,45,120.03,CUST01493,ALEXANDRIA,ONLINE,CARD,4.0,COMPLETED,OMAR,WH-03
2026-02-27,ORD101703,SKU0167,1,10.76,45,5.92,CUST01195,ASWAN,STORE,CARD,5.0,COMPLETED,ALI,WH-01
2026-06-14,ORD100432,SKU0011,2,179.55,45,197.51,CUST01158,ALEXANDRIA,MARKETPLACE,CASH,5.0,RETURNED,SARA,WH-01
2026-05-09,ORD102916,SKU0071,2,269.06,0,538.12,CUST02348,ALEXANDRIA,WHOLESALE,UNKNOWN,8.0,COMPLETED,ALI,WH-03
2026-07-17,ORD103386,SKU0144,2,182.04,10,327.67,CUST01944,LUXOR,MARKETPLACE,CASH,3.0,COMPLETED,UNKNOWN,WH-04
2026-01-25,ORD100030,SKU0093,2,105.38,5,200.22,CUST02275,GIZA,STORE,UNKNOWN,6.0,CANCELLED,OMAR,WH-02
2026-04-19,ORD100934,SKU0097,2,339.89,30,475.85,CUST00136,ALEXANDRIA,STORE,BNPL,4.0,RETURNED,YOUSSEF,WH-03
2026-07-23,ORD102762,SKU0139,3,325.72,45,537.44,CUST01668,ASWAN,ONLINE,BNPL,2.0,COMPLETED,UNKNOWN,WH-05
2026-02-18,ORD101836,SKU0178,2,35.15,10,63.27,CUST02936,LUXOR,MARKETPLACE,CASH,3.0,COMPLETED,SARA,WH-04
2026-01-14,ORD103163,SKU0004,1,39.67,10,35.7,CUST02349,ALEXANDRIA,ONLINE,WALLET,4.0,COMPLETED,YOUSSEF,WH-04
2026-03-22,ORD102393,SKU0197,3,166.95,30,350.6,CUST01570,LUXOR,STORE,UNKNOWN,8.0,COMPLETED,SARA,WH-05
2026-06-10,ORD104217,SKU0029,2,31.55,25,47.32,CUST00223,TANTA,MARKETPLACE,CARD,0.0,COMPLETED,OMAR,WH-04
2026-02-01,ORD103257,SKU0013,5,199.35,20,797.4,CUST00586,LUXOR,ONLINE,CASH,7.0,COMPLETED,UNKNOWN,WH-02
2026-03-01,ORD100337,SKU0108,4,202.97,15,690.1,CUST02134,ASWAN,MARKETPLACE,UNKNOWN,6.0,RETURNED,OMAR,WH-02
2026-04-18,ORD101653,SKU0037,1,14.41,25,10.81,CUST02172,CAIRO,MARKETPLACE,CASH,6.0,COMPLETED,SARA,WH-01
2026-01-17,ORD104191,SKU0013,1,213.82,45,117.6,CUST02125,MANSOURA,STORE,BNPL,0.0,COMPLETED,YOUSSEF,WH-03
2026-01-01,ORD101779,SKU0039,6,210.31,25,946.4,CUST01203,TANTA,ONLINE,BNPL,9.0,RETURNED,OMAR,WH-04
2026-07-14,ORD100558,SKU0149,1,235.15,30,164.6,CUST02562,LUXOR,ONLINE,BNPL,8.0,COMPLETED,YOUSSEF,WH-02
2026-03-17,ORD103798,SKU0175,1,163.98,25,122.98,CUST00013,GIZA,WHOLESALE,CARD,1.0,COMPLETED,YOUSSEF,WH-03
2026-07-17,ORD104954,SKU0054,4,179.91,30,503.75,CUST02444,MANSOURA,WHOLESALE,CARD,4.0,COMPLETED,OMAR,WH-04
2026-05-27,ORD100772,SKU0181,1,155.62,5,147.84,CUST01034,MANSOURA,WHOLESALE,WALLET,5.0,COMPLETED,OMAR,WH-04
2026-01-05,ORD102832,SKU0112,3,36.73,25,82.64,CUST02506,TANTA,MARKETPLACE,CASH,4.0,CANCELLED,YOUSSEF,WH-04
2026-03-27,ORD100058,SKU0140,6,327.96,15,1672.6,CUST01004,ASWAN,ONLINE,BNPL,10.0,COMPLETED,OMAR,WH-01
2026-07-23,ORD101919,SKU0117,1,197.95,0,197.95,CUST02433,CAIRO,ONLINE,BNPL,3.0,CANCELLED,MONA,WH-05
2026-07-05,ORD102968,SKU0077,1,62.28,30,43.6,CUST02359,LUXOR,ONLINE,UNKNOWN,7.0,COMPLETED,YOUSSEF,WH-03
2026-02-23,ORD103426,SKU0180,3,361.83,15,922.67,CUST00176,GIZA,MARKETPLACE,WALLET,9.0,COMPLETED,YOUSSEF,WH-01
2026-07-19,ORD101958,SKU0195,2,351.61,5,668.06,CUST02609,CAIRO,ONLINE,WALLET,0.0,COMPLETED,ALI,WH-04
2026-06-02,ORD104296,SKU0047,5,305.36,15,1297.78,CUST00470,MANSOURA,MARKETPLACE,CARD,1.0,COMPLETED,ALI,WH-04
2026-07-24,ORD102446,SKU0054,1,180.42,35,117.27,CUST00045,MANSOURA,ONLINE,BNPL,9.0,COMPLETED,YOUSSEF,WH-05
2026-07-02,ORD103320,SKU0149,3,214.85,25,483.41,CUST00474,LUXOR,MARKETPLACE,UNKNOWN,1.0,COMPLETED,YOUSSEF,WH-05
2026-06-27,ORD104572,SKU0087,4,162.79,35,423.25,CUST01163,ALEXANDRIA,ONLINE,UNKNOWN,6.0,RETURNED,ALI,WH-01
2026-03-30,ORD103872,SKU0052,2,121.92,0,243.84,CUST02984,ASWAN,STORE,CARD,7.0,COMPLETED,OMAR,WH-01
2026-05-23,ORD103690,SKU0003,5,45.59,10,205.16,CUST00716,CAIRO,ONLINE,BNPL,7.0,COMPLETED,MONA,WH-02
2026-05-13,ORD101727,SKU0035,2,46.23,15,78.59,CUST01097,TANTA,WHOLESALE,UNKNOWN,7.0,COMPLETED,ALI,WH-02
2026-03-28,ORD102678,SKU0022,2,26.07,20,41.71,CUST01064,ALEXANDRIA,MARKETPLACE,WALLET,6.0,COMPLETED,MONA,WH-03
2026-03-26,ORD103877,SKU0162,2,192.49,30,269.49,CUST01535,TANTA,MARKETPLACE,CARD,7.0,COMPLETED,ALI,WH-05
2026-05-12,ORD104377,SKU0067,2,42.78,15,72.73,CUST00879,MANSOURA,MARKETPLACE,CASH,7.0,COMPLETED,ALI,WH-02
2026-02-06,ORD104002,SKU0059,3,245.84,5,700.64,CUST00047,ALEXANDRIA,MARKETPLACE,CARD,3.0,COMPLETED,SARA,WH-05
2026-06-05,ORD100185,SKU0002,3,284.38,30,597.2,CUST00695,CAIRO,STORE,UNKNOWN,0.0,CANCELLED,MONA,WH-01
2026-06-13,ORD100818,SKU0167,3,10.94,15,27.9,CUST01285,LUXOR,ONLINE,UNKNOWN,8.0,COMPLETED,SARA,WH-03
2026-05-05,ORD100518,SKU0037,1,14.39,15,12.23,CUST02408,LUXOR,WHOLESALE,UNKNOWN,10.0,RETURNED,MONA,WH-02
2026-04-25,ORD101270,SKU0052,5,111.41,5,529.2,CUST02582,ASWAN,STORE,BNPL,1.0,COMPLETED,SARA,WH-01
2026-03-25,ORD104786,SKU0074,1,208.5,30,145.95,CUST01513,MANSOURA,WHOLESALE,CARD,7.0,COMPLETED,UNKNOWN,WH-03
2026-07-15,ORD100082,SKU0017,2,42.61,35,55.39,CUST01512,GIZA,ONLINE,WALLET,7.0,COMPLETED,MONA,WH-03
2026-02-24,ORD100977,SKU0038,6,317.86,5,1811.8,CUST00997,CAIRO,WHOLESALE,WALLET,9.0,COMPLETED,SARA,WH-02
2026-02-28,ORD103939,SKU0093,2,104.21,35,135.47,CUST00267,TANTA,ONLINE,WALLET,0.0,COMPLETED,YOUSSEF,WH-01
2026-02-08,ORD104483,SKU0124,3,207.19,20,497.26,CUST02703,LUXOR,WHOLESALE,CASH,7.0,COMPLETED,UNKNOWN,WH-02
2026-04-22,ORD100579,SKU0137,2,378.69,25,568.04,CUST00229,ALEXANDRIA,STORE,UNKNOWN,7.0,COMPLETED,ALI,WH-03
2026-07-04,ORD103190,SKU0104,5,50.63,30,177.2,CUST01486,GIZA,MARKETPLACE,BNPL,2.0,COMPLETED,UNKNOWN,WH-05
2026-02-03,ORD100615,SKU0191,3,56.25,20,135.0,CUST00253,TANTA,STORE,BNPL,9.0,COMPLETED,SARA,WH-01
2026-05-25,ORD100541,SKU0010,2,143.06,30,200.28,CUST00989,LUXOR,STORE,CARD,2.0,CANCELLED,ALI,WH-05
2026-04-14,ORD101126,SKU0077,2,61.28,30,85.79,CUST02101,LUXOR,MARKETPLACE,CASH,3.0,COMPLETED,YOUSSEF,WH-03
2026-04-16,ORD103499,SKU0119,2,72.52,15,123.28,CUST00747,TANTA,WHOLESALE,BNPL,8.0,COMPLETED,YOUSSEF,WH-05
2025-12-29,ORD102021,SKU0007,3,247.53,5,705.46,CUST01384,ASWAN,ONLINE,UNKNOWN,8.0,COMPLETED,SARA,WH-01
2026-02-23,ORD103983,SKU0039,1,214.71,20,171.77,CUST02837,CAIRO,MARKETPLACE,CASH,4.0,COMPLETED,YOUSSEF,WH-02
2026-02-10,ORD104054,SKU0065,1,11.26,20,9.01,CUST02475,ALEXANDRIA,ONLINE,CASH,6.0,CANCELLED,OMAR,WH-05
2026-02-14,ORD102566,SKU0102,2,80.41,15,136.7,CUST02371,TANTA,STORE,CARD,6.0,COMPLETED,YOUSSEF,WH-02
2026-01-08,ORD102644,SKU0096,4,53.51,5,203.34,CUST02168,GIZA,STORE,CASH,0.0,COMPLETED,ALI,WH-05
2026-06-06,ORD101468,SKU0123,5,19.6,15,83.3,CUST00358,ALEXANDRIA,ONLINE,CARD,3.0,COMPLETED,OMAR,WH-05
2026-07-17,ORD104583,SKU0040,1,99.02,30,69.31,CUST02236,TANTA,MARKETPLACE,UNKNOWN,1.0,COMPLETED,UNKNOWN,WH-01
2026-04-05,ORD100377,SKU0101,3,156.65,0,469.95,CUST02989,TANTA,STORE,WALLET,2.0,RETURNED,ALI,WH-05
2026-06-23,ORD100782,SKU0098,2,120.47,35,156.61,CUST01126,ASWAN,MARKETPLACE,UNKNOWN,6.0,COMPLETED,SARA,WH-01
2026-05-04,ORD102589,SKU0014,3,81.96,20,196.7,CUST00583,CAIRO,MARKETPLACE,BNPL,2.0,COMPLETED,UNKNOWN,WH-05
2026-06-08,ORD103930,SKU0110,3,300.92,35,586.79,CUST01553,GIZA,WHOLESALE,WALLET,6.0,COMPLETED,UNKNOWN,WH-03
2026-02-03,ORD101800,SKU0169,2,330.62,25,495.93,CUST01812,ASWAN,MARKETPLACE,UNKNOWN,5.0,COMPLETED,UNKNOWN,WH-04
2026-04-05,ORD101407,SKU0104,1,46.32,10,41.69,CUST01554,CAIRO,ONLINE,CASH,7.0,COMPLETED,UNKNOWN,WH-01
2026-04-26,ORD103001,SKU0018,5,405.55,10,1824.98,CUST01608,TANTA,ONLINE,BNPL,9.0,RETURNED,SARA,WH-01
2026-03-29,ORD100598,SKU0091,1,95.8,30,67.06,CUST02183,CAIRO,WHOLESALE,CASH,7.0,COMPLETED,MONA,WH-01
2026-01-27,ORD103316,SKU0057,3,395.83,5,1128.12,CUST00804,ASWAN,MARKETPLACE,CASH,0.0,COMPLETED,MONA,WH-01
2026-03-19,ORD101856,SKU0039,1,205.83,5,195.54,CUST01974,ALEXANDRIA,WHOLESALE,CASH,10.0,COMPLETED,UNKNOWN,WH-04
2026-04-14,ORD101497,SKU0028,3,295.6,45,487.74,CUST01936,MANSOURA,MARKETPLACE,BNPL,6.0,COMPLETED,SARA,WH-01
2026-01-07,ORD104564,SKU0115,3,367.98,0,1103.94,CUST00032,ASWAN,WHOLESALE,CASH,1.0,COMPLETED,UNKNOWN,WH-04
2026-02-10,ORD104832,SKU0143,2,140.35,15,238.59,CUST01778,ALEXANDRIA,STORE,BNPL,3.0,COMPLETED,OMAR,WH-01
2026-05-29,ORD101511,SKU0192,2,284.92,30,398.89,CUST02958,ALEXANDRIA,MARKETPLACE,CARD,2.0,COMPLETED,ALI,WH-02
2026-02-20,ORD102058,SKU0118,2,85.47,5,162.39,CUST02410,MANSOURA,MARKETPLACE,UNKNOWN,3.0,COMPLETED,YOUSSEF,WH-05
2026-06-11,ORD101141,SKU0108,5,206.47,0,1032.35,CUST01693,GIZA,STORE,BNPL,7.0,COMPLETED,YOUSSEF,WH-03
2026-02-22,ORD102538,SKU0047,5,305.49,10,1374.71,CUST02946,GIZA,MARKETPLACE,CARD,9.0,COMPLETED,SARA,WH-02
2026-06-28,ORD101162,SKU0124,2,201.22,30,281.71,CUST02920,LUXOR,ONLINE,BNPL,1.0,COMPLETED,UNKNOWN,WH-04
2025-12-28,ORD102190,SKU0175,2,158.35,5,300.86,CUST00791,ALEXANDRIA,STORE,CASH,2.0,COMPLETED,ALI,WH-01
2026-01-22,ORD101485,SKU0162,5,209.17,15,888.97,CUST00061,GIZA,WHOLESALE,CASH,1.0,COMPLETED,ALI,WH-03
2026-04-16,ORD101884,SKU0101,1,168.65,15,143.35,CUST02553,MANSOURA,ONLINE,CASH,2.0,COMPLETED,MONA,WH-05
2026-05-08,ORD103630,SKU0167,2,11.55,25,17.33,CUST00055,ALEXANDRIA,WHOLESALE,UNKNOWN,1.0,COMPLETED,MONA,WH-01
2026-02-11,ORD100307,SKU0189,1,222.24,30,155.57,CUST01575,LUXOR,MARKETPLACE,WALLET,4.0,RETURNED,SARA,WH-03
2026-06-25,ORD103567,SKU0043,1,99.24,10,89.32,CUST01116,GIZA,MARKETPLACE,CASH,1.0,COMPLETED,YOUSSEF,WH-05
2026-04-14,ORD101755,SKU0061,4,380.63,25,1141.89,CUST01287,ALEXANDRIA,STORE,BNPL,1.0,COMPLETED,OMAR,WH-01
2026-05-21,ORD102604,SKU0006,1,20.79,15,17.67,CUST01879,ASWAN,ONLINE,UNKNOWN,8.0,RETURNED,UNKNOWN,WH-05
2026-05-17,ORD104414,SKU0177,2,182.5,20,292.0,CUST02122,TANTA,STORE,BNPL,4.0,COMPLETED,OMAR,WH-03
2026-03-02,ORD102169,SKU0007,2,233.76,5,444.14,CUST00212,LUXOR,MARKETPLACE,CASH,2.0,COMPLETED,MONA,WH-01
2026-02-15,ORD103371,SKU0102,2,88.57,30,124.0,CUST02055,ASWAN,STORE,UNKNOWN,4.0,COMPLETED,OMAR,WH-05
2026-05-03,ORD101236,SKU0011,1,157.38,45,86.56,CUST02606,CAIRO,STORE,CASH,6.0,COMPLETED,YOUSSEF,WH-01
2026-06-17,ORD101524,SKU0103,2,141.99,25,212.98,CUST01382,TANTA,MARKETPLACE,CARD,7.0,COMPLETED,MONA,WH-05
2026-05-06,ORD100951,SKU0063,2,86.42,15,146.91,CUST00502,ALEXANDRIA,ONLINE,BNPL,8.0,COMPLETED,OMAR,WH-05
2026-05-23,ORD103829,SKU0181,4,151.22,15,514.15,CUST00231,ASWAN,WHOLESALE,UNKNOWN,2.0,COMPLETED,OMAR,WH-05
2026-04-16,ORD103497,SKU0070,3,181.44,20,435.46,CUST00092,TANTA,MARKETPLACE,BNPL,5.0,COMPLETED,SARA,WH-03
2026-04-11,ORD103616,SKU0054,1,165.7,15,140.84,CUST00007,TANTA,MARKETPLACE,BNPL,6.0,COMPLETED,YOUSSEF,WH-01
2026-04-07,ORD100119,SKU0142,3,95.5,25,214.88,CUST02267,GIZA,MARKETPLACE,CASH,3.0,COMPLETED,SARA,WH-02
2026-01-06,ORD102399,SKU0128,1,68.85,30,48.19,CUST01447,ALEXANDRIA,WHOLESALE,BNPL,7.0,COMPLETED,ALI,WH-04
2026-05-12,ORD100253,SKU0056,4,85.63,30,239.76,CUST00256,MANSOURA,WHOLESALE,BNPL,8.0,COMPLETED,MONA,WH-03
2026-02-04,ORD104068,SKU0129,1,364.23,15,309.6,CUST02598,TANTA,WHOLESALE,BNPL,8.0,COMPLETED,OMAR,WH-03
2026-05-01,ORD103241,SKU0136,3,337.15,45,556.3,CUST00666,ASWAN,MARKETPLACE,CASH,1.0,COMPLETED,ALI,WH-01
