sku_id,Month_date,quantity
SKU0150,2026-04,8
SKU0150,2026-05,10
SKU0150,2026-06,8
SKU0150,2026-07,1
SKU0151,2025-12,5
SKU0151,2026-01,4
SKU0151,2026-02,12
SKU0151,2026-03,16
SKU0151,2026-04,14
SKU0151,2026-05,8
SKU0151,2026-06,9
SKU0151,2026-07,1
SKU0152,2026-01,3
SKU0152,2026-03,15
SKU0152,2026-04,56
SKU0152,2026-05,3
SKU0152,2026-06,6
SKU0152,2026-07,11
SKU0153,2025-12,1
SKU0153,2026-01,21
SKU0153,2026-02,4
SKU0153,2026-03,12
SKU0153,2026-04,7
SKU0153,2026-05,9
SKU0153,2026-06,9
SKU0154,2026-01,6
SKU0154,2026-02,2
SKU0154,2026-03,8
SKU0154,2026-04,1
SKU0154,2026-05,14
SKU0154,2026-06,3
SKU0154,2026-07,5
SKU0155,2025-12,2
SKU0155,2026-01,14
SKU0155,2026-03,11
SKU0155,2026-04,13
SKU0155,2026-05,7
SKU0155,2026-06,6
SKU0155,2026-07,8
SKU0156,2026-01,7
SKU0156,2026-02,3
SKU0156,2026-03,19
SKU0156,2026-04,8
SKU0156,2026-05,7
SKU0156,2026-06,6
SKU0156,2026-07,3
SKU0157,2026-01,11
SKU0157,2026-02,6
SKU0157,2026-03,3
SKU0157,2026-04,12
SKU0157,2026-05,13
SKU0157,2026-06,4
SKU0157,2026-07,10
SKU0158,2026-01,8
SKU0158,2026-02,16
SKU0158,2026-03,2
SKU0158,2026-04,56
SKU0158,2026-05,13
SKU0158,2026-06,51
SKU0159,2026-01,10
SKU0159,2026-02,8
SKU0159,2026-03,5
SKU0159,2026-04,3
SKU0159,2026-05,2
SKU0159,2026-07,7
SKU0160,2026-01,13
SKU0160,2026-02,3
SKU0160,2026-03,11
SKU0160,2026-04,5
SKU0160,2026-05,5
SKU0160,2026-06,2
SKU0160,2026-07,11
SKU0161,2026-01,21
SKU0161,2026-02,6
SKU0161,2026-03,4
SKU0161,2026-04,15
SKU0161,2026-05,8
SKU0161,2026-06,2
SKU0161,2026-07,13
SKU0162,2026-01,9
SKU0162,2026-03,16
SKU0162,2026-04,5
SKU0162,2026-05,14
SKU0162,2026-06,57
SKU0162,2026-07,3
SKU0163,2026-01,4
SKU0163,2026-02,8
SKU0163,2026-03,8
SKU0163,2026-04,5
SKU0163,2026-05,3
SKU0163,2026-06,9
SKU0163,2026-07,5
SKU0164,2025-12,1
SKU0164,2026-01,1
SKU0164,2026-02,5
SKU0164,2026-03,6
SKU0164,2026-04,14
SKU0164,2026-05,8
SKU0164,2026-06,1
SKU0164,2026-07,3
SKU0165,2025-12,6
SKU0165,2026-01,58
SKU0165,2026-02,13
SKU0165,2026-03,15
SKU0165,2026-04,6
SKU0165,2026-05,10
SKU0165,2026-06,14
SKU0165,2026-07,1
SKU0166,2026-01,12
SKU0166,2026-02,8
SKU0166,2026-03,14
SKU0166,2026-04,14
SKU0166,2026-05,11
SKU0166,2026-06,4
SKU0166,2026-07,2
SKU0167,2025-12,1
SKU0167,2026-01,14
SKU0167,2026-02,2
SKU0167,2026-03,11
SKU0167,2026-04,7
SKU0167,2026-05,12
SKU0167,2026-06,8
SKU0167,2026-07,3
SKU0168,2025-12,2
SKU0168,2026-01,8
SKU0168,2026-02,4
SKU0168,2026-03,10
SKU0168,2026-04,17
SKU0168,2026-05,5
SKU0168,2026-06,6
SKU0168,2026-07,4
SKU0169,2025-12,4
SKU0169,2026-01,5
SKU0169,2026-02,10
SKU0169,2026-03,4
SKU0169,2026-04,17
SKU0169,2026-05,13
SKU0169,2026-06,6
SKU0169,2026-07,6
SKU0170,2025-12,9
SKU0170,2026-01,8
SKU0170,2026-02,7
SKU0170,2026-04,15
SKU0170,2026-05,15
SKU0170,2026-06,10
SKU0171,2026-01,5
SKU0171,2026-02,8
SKU0171,2026-03,1
SKU0171,2026-04,7
SKU0171,2026-05,6
SKU0171,2026-06,3
SKU0171,2026-07,8
SKU0172,2025-12,1
SKU0172,2026-01,10
SKU0172,2026-02,9
SKU0172,2026-03,10
SKU0172,2026-04,6
SKU0172,2026-05,10
SKU0172,2026-07,3
SKU0173,2026-01,5
SKU0173,2026-02,8
SKU0173,2026-03,6
SKU0173,2026-04,8
SKU0173,2026-05,16
SKU0173,2026-06,3
SKU0173,2026-07,2
SKU0174,2026-01,12
SKU0174,2026-02,17
SKU0174,2026-03,14
SKU0174,2026-04,7
SKU0174,2026-05,3
SKU0174,2026-06,7
SKU0174,2026-07,6
SKU0175,2025-12,2
SKU0175,2026-01,8
SKU0175,2026-02,6
SKU0175,2026-03,19
SKU0175,2026-05,18
SKU0175,2026-06,19
SKU0175,2026-07,12
SKU0176,2026-01,7
SKU0176,2026-02,13
SKU0176,2026-03,11
SKU0176,2026-04,3
SKU0176,2026-05,4
SKU0176,2026-06,5
SKU0176,2026-07,4
SKU0177,2025-12,2
SKU0177,2026-01,2
SKU0177,2026-03,2
SKU0177,2026-04,17
SKU0177,2026-05,6
SKU0177,2026-06,16
SKU0177,2026-07,2
SKU0178,2026-01,5
SKU0178,2026-02,9
SKU0178,2026-03,12
SKU0178,2026-04,19
SKU0178,2026-05,8
SKU0178,2026-06,7
SKU0178,2026-07,5
SKU0179,2026-01,6
SKU0179,2026-02,4
SKU0179,2026-03,10
SKU0179,2026-04,3
SKU0179,2026-05,10
SKU0179,2026-06,4
SKU0179,2026-07,14
SKU0180,2026-02,10
SKU0180,2026-03,9
SKU0180,2026-04,9
SKU0180,2026-05,11
SKU0180,2026-06,3
SKU0180,2026-07,17
SKU0181,2025-12,6
SKU0181,2026-01,9
SKU0181,2026-02,15
SKU0181,2026-03,3
SKU0181,2026-04,8
SKU0181,2026-05,21
SKU0181,2026-06,5
SKU0181,2026-07,10
SKU0182,2026-01,9
SKU0182,2026-02,3
SKU0182,2026-03,1
SKU0182,2026-04,6
SKU0182,2026-05,15
SKU0182,2026-06,7
SKU0182,2026-07,6
SKU0183,2026-01,9
SKU0183,2026-02,12
SKU0183,2026-03,4
SKU0183,2026-04,13
SKU0183,2026-05,2
SKU0183,2026-06,10
SKU0184,2025-12,2
SKU0184,2026-01,11
SKU0184,2026-02,9
SKU0184,2026-03,8
SKU0184,2026-04,7
SKU0184,2026-05,3
SKU0184,2026-07,6
SKU0185,2026-01,5
SKU0185,2026-02,6
SKU0185,2026-03,4
SKU0185,2026-04,7
SKU0185,2026-05,10
SKU0185,2026-06,6
SKU0185,2026-07,15
SKU0186,2025-12,10
SKU0186,2026-01,11
SKU0186,2026-02,2
SKU0186,2026-03,9
SKU0186,2026-04,8
SKU0186,2026-05,8
SKU0186,2026-06,5
SKU0186,2026-07,8
SKU0187,2025-12,3
SKU0187,2026-01,9
SKU0187,2026-03,18
SKU0187,2026-04,7
SKU0187,2026-05,9
SKU0187,2026-06,8
SKU0187,2026-07,5
SKU0188,2026-01,9
SKU0188,2026-02,57
SKU0188,2026-03,8
SKU0188,2026-04,61
SKU0188,2026-05,4
SKU0188,2026-06,8
SKU0188,2026-07,20
SKU0189,2025-12,6
SKU0189,2026-01,6
SKU0189,2026-02,5
SKU0189,2026-03,8
SKU0189,2026-04,5
SKU0189,2026-05,15
SKU0189,2026-06,12
SKU0189,2026-07,3
SKU0190,2025-12,1
SKU0190,2026-01,4
SKU0190,2026-02,10
SKU0190,2026-03,17
SKU0190,2026-04,8
SKU0190,2026-05,4
SKU0190,2026-06,14
SKU0190,2026-07,7
SKU0191,2026-01,10
SKU0191,2026-02,6
SKU0191,2026-04,4
SKU0191,2026-05,4
SKU0191,2026-06,7
SKU0191,2026-07,7
SKU0192,2025-12,8
SKU0192,2026-01,11
SKU0192,2026-03,12
SKU0192,2026-04,5
SKU0192,2026-05,7
SKU0192,2026-06,20
SKU0192,2026-07,10
SKU0193,2025-12,2
SKU0193,2026-01,12
SKU0193,2026-02,10
SKU0193,2026-03,9
SKU0193,2026-04,13
SKU0193,2026-05,10
SKU0193,2026-06,7
SKU0193,2026-07,10
SKU0194,2026-01,4
SKU0194,2026-02,11
SKU0194,2026-03,7
SKU0194,2026-05,11
SKU0194,2026-06,10
SKU0194,2026-07,9
SKU0195,2026-01,7
SKU0195,2026-02,8
SKU0195,2026-03,10
SKU0195,2026-04,17
SKU0195,2026-05,14
SKU0195,2026-06,4
SKU0195,2026-07,11
SKU0196,2026-01,2
SKU0196,2026-02,9
SKU0196,2026-03,4
SKU0196,2026-04,9
SKU0196,2026-05,14
SKU0196,2026-06,3
SKU0196,2026-07,12
SKU0197,2026-01,2
SKU0197,2026-02,12
SKU0197,2026-03,56
SKU0197,2026-04,15
SKU0197,2026-05,7
SKU0197,2026-06,3
SKU0197,2026-07,1
SKU0198,2025-12,3
SKU0198,2026-01,19
SKU0198,2026-02,12
SKU0198,2026-03,14
SKU0198,2026-04,35
SKU0198,2026-05,14
SKU0198,2026-06,16
SKU0198,2026-07,26
SKU0199,2025-12,3
SKU0199,2026-01,11
SKU0199,2026-02,4
SKU0199,2026-03,6
SKU0199,2026-04,16
SKU0199,2026-05,6
SKU0199,2026-06,22
SKU0199,2026-07,3
SKU0200,2025-12,1
SKU0200,2026-01,6
SKU0200,2026-02,56
SKU0200,2026-03,1
SKU0200,2026-04,6
SKU0200,2026-05,4
SKU0200,2026-06,9
SKU0200,2026-07,10
